aX,aY,aZ,gX,gY,gZ
0.143,-1.006,0.086,-8.118,-6.531,2.625
0.115,-0.996,0.107,-9.583,-6.226,1.282
0.150,-0.993,0.113,-9.460,-2.991,0.183
0.153,-0.984,0.133,-8.850,-2.258,0.610
0.150,-0.980,0.154,-6.226,-4.150,1.709
0.146,-0.975,0.150,-3.052,-4.028,2.625
0.144,-0.991,0.145,0.122,-3.052,3.235
0.147,-0.995,0.144,1.892,-2.625,3.601
0.146,-0.995,0.136,3.174,-2.625,3.052
0.135,-0.989,0.133,3.906,-1.648,2.136
0.129,-0.987,0.134,4.517,-0.732,1.648
0.135,-0.996,0.122,5.798,0.061,1.709
0.138,-0.991,0.121,7.080,0.183,2.563
0.145,-0.992,0.110,7.874,0.183,2.502
0.147,-0.994,0.099,7.507,0.793,2.258
0.143,-0.994,0.088,7.202,1.160,2.502
0.146,-0.993,0.089,6.958,1.953,2.625
0.145,-0.996,0.090,6.592,2.869,2.563
0.140,-0.996,0.096,5.371,3.052,2.502
0.136,-0.997,0.108,4.150,3.052,2.136
0.135,-0.995,0.119,3.906,2.441,2.014
0.139,-0.991,0.122,4.456,1.770,2.258
0.146,-0.990,0.118,5.981,0.977,2.441
0.147,-0.992,0.107,6.714,0.549,2.441
0.150,-0.994,0.097,6.470,0.549,2.136
0.149,-0.994,0.090,6.226,0.610,1.709
0.144,-0.999,0.087,5.737,1.404,0.732
0.132,-0.996,0.091,5.005,2.014,0.977
0.135,-0.997,0.090,3.601,1.404,1.404
0.136,-0.995,0.095,3.052,0.854,1.770
0.135,-0.990,0.100,2.808,0.854,2.258
0.139,-0.991,0.098,3.174,0.610,2.747
0.141,-0.993,0.097,3.479,-0.183,3.479
0.146,-0.995,0.094,3.113,-0.366,3.723
0.141,-0.996,0.095,2.808,-0.488,3.418
0.136,-0.992,0.091,2.686,-0.061,3.357
0.139,-0.997,0.096,2.502,0.305,3.601
0.142,-0.999,0.107,2.136,0.366,3.784
0.145,-0.995,0.112,2.136,0.854,3.296
0.143,-0.990,0.111,3.113,1.526,2.502
0.144,-0.988,0.112,4.150,1.831,2.319
0.154,-0.992,0.104,4.639,2.075,2.319
0.149,-0.992,0.097,5.005,2.258,2.014
0.145,-0.989,0.091,4.700,2.502,1.709
0.143,-0.992,0.090,3.845,2.258,1.587
0.139,-0.997,0.087,2.747,1.526,2.014
0.140,-0.997,0.081,2.441,0.610,2.502
0.141,-0.995,0.081,2.197,0.549,2.930
0.143,-0.997,0.085,2.136,0.305,3.357
0.144,-0.996,0.085,1.831,0.244,3.540
0.145,-0.998,0.088,0.732,0.244,3.357
0.142,-0.995,0.093,0.000,0.244,2.869
0.141,-0.997,0.098,-0.427,0.732,2.625
0.140,-0.992,0.109,-0.427,1.099,2.502
0.141,-0.990,0.114,0.671,1.038,2.502
0.144,-0.993,0.108,1.831,0.977,2.502
0.147,-0.992,0.104,2.441,0.793,2.625
0.148,-0.991,0.097,3.113,0.732,2.441
0.145,-0.992,0.092,3.174,0.977,2.502
0.146,-0.993,0.089,2.380,1.099,2.380
0.145,-0.994,0.089,2.014,1.160,2.686
0.147,-0.994,0.090,1.770,0.916,2.686
0.147,-0.993,0.094,1.648,0.854,2.563
0.145,-0.993,0.097,1.465,1.282,2.258
0.144,-0.993,0.103,1.038,1.831,2.075
0.147,-0.997,0.107,1.160,1.770,1.953
0.146,-0.994,0.104,1.770,1.709,1.465
0.140,-0.992,0.097,1.770,1.953,1.282
0.139,-0.991,0.097,2.075,2.502,1.587
0.138,-0.996,0.099,2.319,2.502,2.258
0.140,-0.997,0.102,2.869,2.075,2.808
0.145,-0.999,0.096,3.418,1.709,2.930
0.146,-0.997,0.092,3.601,1.831,2.869
0.145,-0.995,0.089,3.479,2.136,2.991
0.148,-0.995,0.091,3.052,2.075,2.930
0.145,-0.989,0.094,2.502,1.892,2.686
0.145,-0.994,0.098,1.709,1.404,2.197
0.145,-0.992,0.099,0.977,0.671,2.014

0.481,-2.607,0.284,82.153,39.551,68.848
0.551,-2.713,0.210,46.326,26.611,56.213
0.615,-2.782,0.198,19.348,9.888,36.072
0.609,-2.775,0.140,-7.385,-2.625,18.311
0.580,-2.696,0.100,-31.433,-6.531,-1.648
0.581,-2.574,0.087,-37.720,0.610,-23.254
0.540,-2.394,0.132,-32.898,10.681,-43.396
0.508,-2.193,0.158,-25.635,19.470,-56.519
0.456,-2.020,0.170,-22.156,22.522,-61.462
0.431,-1.904,0.152,-25.696,21.301,-60.364
0.392,-1.786,0.126,-34.607,16.663,-54.932
0.383,-1.709,0.102,-43.396,10.620,-47.913
0.400,-1.611,0.074,-49.011,8.240,-39.490
0.446,-1.483,0.042,-48.340,10.559,-30.884
0.475,-1.431,0.016,-37.720,14.465,-26.062
0.460,-1.383,-0.047,-20.386,17.273,-27.710
0.400,-1.326,-0.093,-8.484,14.526,-33.813
0.385,-1.264,-0.138,-6.592,10.559,-40.649
0.398,-1.204,-0.173,-15.747,7.141,-45.593
0.411,-1.137,-0.160,-30.334,4.456,-48.706
0.372,-1.100,-0.149,-47.241,3.784,-51.025
0.360,-1.044,-0.144,-65.002,3.174,-54.688
0.293,-0.954,-0.140,-78.979,5.676,-58.655
0.165,-0.852,-0.078,-84.839,4.578,-64.819
0.107,-0.719,-0.001,-87.341,-4.883,-70.557
0.051,-0.647,0.101,-86.304,-19.104,-73.059
0.019,-0.631,0.175,-84.351,-30.884,-75.073
-0.004,-0.576,0.251,-87.646,-36.072,-72.754
-0.005,-0.512,0.336,-93.079,-35.156,-65.857
0.028,-0.427,0.361,-95.825,-34.912,-56.030
0.026,-0.357,0.332,-89.722,-42.175,-45.044
0.069,-0.309,0.278,-75.989,-50.659,-31.433
0.166,-0.281,0.227,-58.655,-56.946,-17.029
0.272,-0.306,0.192,-41.321,-61.401,-5.371
0.346,-0.374,0.160,-24.780,-65.796,-0.610
0.395,-0.449,0.115,-10.254,-71.655,-3.052
0.446,-0.480,0.038,-0.854,-78.613,-11.658
0.470,-0.505,-0.068,7.202,-85.083,-25.085
0.427,-0.516,-0.135,17.578,-87.219,-38.147
0.375,-0.479,-0.203,24.231,-85.205,-50.171
0.347,-0.422,-0.251,26.550,-80.933,-60.852
0.346,-0.392,-0.278,29.846,-74.280,-67.261
0.335,-0.399,-0.321,34.729,-64.758,-69.763
0.278,-0.405,-0.329,38.330,-52.917,-72.876
0.204,-0.354,-0.298,40.710,-37.476,-78.857
0.094,-0.310,-0.261,47.058,-19.653,-86.060
0.025,-0.282,-0.215,58.167,-1.648,-90.820
-0.047,-0.266,-0.195,66.162,13.367,-92.102
-0.118,-0.257,-0.204,70.129,24.292,-94.604
-0.174,-0.250,-0.198,72.083,36.377,-98.083
-0.260,-0.250,-0.166,69.275,46.936,-98.694
-0.381,-0.260,-0.100,59.814,52.368,-96.191
-0.433,-0.271,0.000,42.847,52.856,-91.553
-0.424,-0.294,0.075,20.996,44.128,-83.984
-0.409,-0.345,0.122,2.686,29.785,-72.998
-0.387,-0.370,0.144,-8.850,17.212,-63.599
-0.375,-0.378,0.145,-8.728,9.399,-60.120
-0.420,-0.349,0.159,-0.366,9.460,-59.692
-0.467,-0.318,0.178,7.629,15.320,-57.434
-0.509,-0.285,0.187,10.437,21.118,-52.856
-0.548,-0.260,0.212,7.812,23.376,-47.302
-0.566,-0.231,0.235,-0.244,23.010,-40.344
-0.603,-0.187,0.183,-9.033,21.240,-32.471
-0.624,-0.183,0.198,-11.047,22.827,-24.292
-0.671,-0.159,0.178,-8.484,28.625,-15.686
-0.677,-0.141,0.206,-3.357,36.621,-7.385
-0.628,-0.132,0.211,2.930,41.077,0.793
-0.617,-0.151,0.187,8.057,42.480,9.399
-0.594,-0.174,0.177,11.353,43.274,14.587
-0.598,-0.189,0.189,7.080,41.260,18.372
-0.593,-0.200,0.207,-5.981,36.621,21.729
-0.563,-0.194,0.205,-20.813,29.236,24.719
-0.538,-0.193,0.212,-31.799,20.691,27.466
-0.517,-0.200,0.220,-37.720,14.038,29.724
-0.492,-0.203,0.227,-39.673,8.789,30.884
-0.474,-0.199,0.223,-38.330,5.188,31.250
-0.461,-0.205,0.234,-35.461,2.991,32.654
-0.479,-0.217,0.233,-32.349,2.808,34.851
-0.488,-0.239,0.231,-28.809,4.028,38.147
-0.467,-0.246,0.254,-24.475,7.751,43.213
-0.377,-0.263,0.281,-20.447,12.329,48.035
-0.285,-0.269,0.282,-15.259,14.038,51.025
-0.205,-0.263,0.248,-7.202,12.939,50.537
-0.201,-0.293,0.224,1.343,10.132,46.631
-0.300,-0.351,0.216,6.104,9.033,40.955
-0.349,-0.379,0.262,-1.160,5.615,34.973
-0.327,-0.367,0.276,-24.902,-5.981,29.846
-0.259,-0.347,0.245,-55.969,-26.306,26.001
-0.183,-0.342,0.178,-87.585,-48.523,25.818
-0.098,-0.291,0.074,-116.028,-66.162,27.283
0.026,-0.208,0.034,-125.854,-70.374,25.757
0.055,-0.210,0.019,-107.178,-56.458,20.874
-0.089,-0.208,-0.004,-69.458,-29.602,19.409
-0.166,-0.213,0.043,-22.522,3.601,23.682
-0.194,-0.206,0.093,21.729,31.311,30.945
-0.241,-0.223,0.133,51.514,50.903,40.771
-0.266,-0.286,0.171,59.448,59.082,52.185
-0.185,-0.369,0.173,42.175,50.049,65.979
0.021,-0.477,0.160,8.362,27.344,79.651
0.226,-0.666,0.149,-26.306,4.883,91.309
0.356,-0.829,0.185,-39.001,-3.418,96.191
0.400,-0.918,0.227,-14.893,6.287,92.285
0.392,-1.047,0.322,39.124,29.297,86.609
0.296,-1.090,0.364,102.905,52.246,81.299
0.250,-1.104,0.287,148.804,62.622,73.669
0.271,-1.157,0.124,160.339,57.251,67.322
0.359,-1.286,0.043,134.277,38.147,68.298
0.488,-1.386,0.061,79.224,13.855,71.655
0.565,-1.491,0.162,21.973,-6.348,70.984
0.572,-1.577,0.299,-10.925,-16.357,68.909
0.545,-1.583,0.404,-7.996,-13.916,64.941
0.364,-1.515,0.463,32.166,-1.526,58.044
0.127,-1.430,0.388,98.938,11.963,51.575
0.036,-1.384,0.219,151.611,16.846,51.208
0.068,-1.407,0.037,165.588,14.160,56.458
0.136,-1.538,-0.046,144.104,7.263,63.354
0.192,-1.647,-0.032,98.450,-4.150,66.833
0.250,-1.673,0.077,40.222,-15.015,65.857
0.310,-1.665,0.270,-2.563,-19.409,60.669

0.441,-1.944,0.214,-50.659,4.700,49.377
0.270,-1.852,0.211,-11.902,2.563,41.687
0.334,-1.770,0.109,30.823,2.258,28.564
0.234,-1.751,0.029,55.115,2.258,15.503
0.155,-1.654,-0.089,55.420,4.517,4.578
0.102,-1.491,-0.139,43.457,1.587,1.526
0.462,-2.348,-0.281,28.198,0.854,2.625
0.735,-4.000,0.667,38.391,3.601,23.315
0.250,-2.219,-0.131,-103.271,-18.799,15.259
-0.007,-0.622,-0.418,-160.461,-21.362,-79.285
-0.270,-0.178,-0.108,0.977,11.047,-95.276
-0.452,-0.174,0.121,71.228,41.443,-51.697
-0.371,-0.468,0.209,44.678,32.410,-13.794
-0.170,-0.709,0.057,-12.390,10.376,20.142
-0.119,-0.946,0.076,-66.528,-13.611,51.880
0.242,-1.302,-0.070,-95.642,-19.043,63.721
0.567,-1.716,0.126,-70.007,-16.296,54.138
0.378,-1.124,0.283,-30.029,-13.123,28.748
0.175,-0.888,0.205,-32.349,10.132,-4.150
0.171,-0.840,0.120,-29.602,23.499,-12.085
0.196,-0.938,0.147,-6.226,11.047,3.052
0.216,-1.005,0.171,11.536,-1.099,12.268
0.206,-0.978,0.090,12.817,1.343,7.568
0.178,-0.961,0.043,10.559,7.263,3.174
0.180,-0.983,0.042,12.024,8.301,3.906
0.250,-0.995,0.044,10.864,8.606,5.615
0.199,-0.991,0.068,8.423,5.920,5.432
0.186,-1.000,0.070,4.456,7.446,2.991
0.173,-1.003,0.064,0.793,10.559,-0.610
0.142,-0.998,0.072,-2.075,10.498,-2.563
0.118,-1.001,0.072,-3.113,9.583,-2.686
0.104,-1.004,0.072,-3.235,8.362,-2.014
0.074,-0.975,0.067,-4.883,7.812,0.183
0.087,-1.041,0.079,-7.141,8.423,2.625
0.091,-1.004,0.093,-2.869,5.798,3.052
0.107,-1.021,0.089,-2.075,4.211,2.258
0.111,-1.002,0.082,-1.038,2.319,1.038
0.115,-1.005,0.083,-0.427,1.404,1.282
0.126,-1.001,0.088,0.305,-0.366,1.221
0.130,-0.994,0.068,-0.183,-1.831,2.319
0.137,-1.005,0.066,-0.183,-3.052,3.052
0.108,-1.001,0.067,0.488,-4.395,2.502
0.139,-1.000,0.044,-0.793,-2.441,0.916
0.144,-0.997,0.045,-2.563,-2.014,0.916
0.142,-1.000,0.064,-3.784,-3.357,2.869
0.153,-0.996,0.081,-4.822,-3.784,4.822
0.165,-1.000,0.095,-4.456,-3.723,4.639
0.171,-0.984,0.114,-4.456,-3.296,3.052
0.162,-0.979,0.126,-4.333,-2.930,1.038
0.151,-0.978,0.114,-3.113,-3.113,0.671
0.145,-0.987,0.109,-0.732,-3.296,1.404
0.151,-0.994,0.116,2.075,-1.221,1.404
0.146,-0.996,0.129,3.967,1.465,1.099
0.138,-0.986,0.112,4.944,2.869,1.526
0.143,-0.992,0.098,6.653,3.479,1.953
0.148,-0.992,0.082,8.301,2.869,2.625
0.131,-0.997,0.091,8.545,2.319,2.991
0.130,-1.001,0.080,6.348,4.395,1.953
0.129,-0.997,0.087,5.432,4.333,0.977
0.129,-0.999,0.087,5.920,2.930,0.793
0.132,-0.999,0.077,6.592,1.831,1.282
0.135,-1.001,0.067,6.775,1.953,1.770
0.141,-1.001,0.059,6.348,2.258,2.136
0.142,-1.001,0.057,5.615,2.441,2.319
0.142,-0.999,0.050,3.906,2.563,2.686
0.144,-1.000,0.064,2.441,2.319,2.991
0.139,-0.997,0.079,0.610,1.831,3.235
0.142,-1.000,0.095,-0.061,1.648,3.113
0.144,-1.000,0.112,0.488,1.953,2.441
0.134,-0.994,0.119,1.709,2.991,1.526
0.126,-0.991,0.130,4.150,4.028,1.099
0.129,-0.977,0.125,7.385,3.540,1.221
0.135,-0.991,0.105,11.475,3.723,1.404
0.130,-0.991,0.084,14.771,4.517,1.465
0.138,-0.997,0.064,16.296,3.540,2.441
0.132,-1.001,0.052,16.663,2.502,3.296
0.141,-1.005,0.042,14.709,1.404,3.418
0.151,-1.000,0.034,12.451,-0.366,3.357
0.153,-0.999,0.026,9.644,-0.732,3.296
0.154,-1.000,0.029,6.531,-0.549,2.747
0.155,-1.000,0.041,3.967,-0.793,2.319
0.152,-0.997,0.046,2.014,-0.916,1.709
0.149,-0.995,0.049,0.916,-0.183,1.709
0.146,-0.995,0.057,0.793,0.427,2.136
0.143,-0.996,0.058,0.183,0.916,2.197
0.142,-0.994,0.065,-0.183,1.465,2.563
0.143,-0.992,0.074,0.244,1.831,3.113
0.143,-0.995,0.076,1.282,2.014,3.479
0.150,-0.998,0.073,2.136,1.648,3.601
0.148,-0.999,0.075,2.197,1.160,2.991
0.139,-0.995,0.068,2.136,1.770,2.075
0.136,-0.999,0.064,2.441,2.441,2.014
0.136,-1.001,0.062,3.052,2.502,2.441
0.138,-1.000,0.059,3.113,2.258,2.686
0.142,-0.999,0.055,2.930,1.892,2.625
0.142,-1.000,0.060,2.319,1.648,2.502
0.145,-0.998,0.063,1.831,1.343,2.319
0.145,-0.995,0.069,1.709,1.038,2.136
0.145,-0.997,0.067,1.953,0.916,2.258
0.151,-1.000,0.064,2.380,0.977,2.319
0.148,-0.998,0.064,2.197,1.160,2.258
0.147,-0.995,0.060,1.709,1.648,1.892
0.143,-0.996,0.058,1.892,2.014,1.831
0.142,-0.999,0.066,1.343,2.258,1.892
0.139,-1.001,0.073,0.732,1.953,1.770
0.133,-0.998,0.075,0.732,1.770,1.587
0.136,-0.997,0.077,1.587,1.526,1.770
0.140,-0.998,0.074,2.747,1.160,2.136
0.149,-0.999,0.064,3.723,0.916,2.258
0.146,-1.000,0.059,3.540,1.282,2.197
0.141,-1.000,0.051,3.052,1.709,1.953
0.140,-1.001,0.053,2.747,1.770,2.014
0.139,-1.000,0.061,1.770,2.014,2.258
0.139,-0.996,0.070,1.465,2.319,2.258
0.140,-0.994,0.073,2.319,2.441,2.319
0.139,-0.995,0.078,3.235,2.686,2.319
0.146,-0.995,0.075,4.150,2.319,2.502
0.149,-0.993,0.065,4.944,1.587,2.441
0.147,-0.995,0.051,4.944,1.221,2.197

0.395,-1.841,0.400,62.500,-20.813,75.500
0.320,-1.829,0.347,67.322,-28.992,71.899
0.299,-1.839,0.251,71.838,-33.875,62.500
0.293,-1.813,0.121,73.914,-30.579,51.514
0.415,-1.717,-0.017,76.904,-14.832,46.448
0.087,-1.722,0.080,79.651,-4.517,51.514
0.205,-1.769,0.064,82.275,0.122,39.246
0.296,-1.811,0.150,70.862,7.996,38.391
0.281,-1.743,0.170,48.950,21.667,44.189
0.263,-1.687,0.170,29.541,25.513,44.922
0.401,-1.621,0.212,21.484,16.846,35.339
0.987,-4.000,1.075,-1.099,26.184,61.523
1.262,-3.952,0.494,-216.187,19.897,151.550
0.529,-1.143,-0.377,-212.646,-49.072,-26.611
0.035,-0.407,-0.150,121.399,-25.391,-171.021
-0.300,-0.151,0.076,286.804,59.631,-163.025
-0.483,-0.135,0.273,260.437,87.769,-111.389
-0.429,-0.217,0.137,171.143,54.138,-52.612
-0.329,-0.303,0.059,73.730,-2.991,5.188
-0.200,-0.292,-0.063,-14.282,-36.377,48.462
-0.070,-0.234,-0.234,-68.359,-38.025,72.632
-0.006,-0.285,-0.256,-79.285,-34.729,77.637
0.026,-0.817,-0.161,-69.580,-26.611,74.463
0.313,-2.103,0.064,-69.031,-8.667,81.482
0.660,-2.273,0.032,-105.469,0.793,102.417
0.563,-1.729,0.060,-101.257,-7.141,68.665
0.318,-1.094,0.062,-47.791,0.366,7.812
0.112,-0.937,0.111,-4.639,30.029,-25.024
-0.021,-0.722,0.199,15.015,41.199,-20.752
-0.059,-0.652,0.226,4.150,27.954,-4.211
-0.025,-0.797,0.187,-17.578,10.010,12.146
0.090,-1.003,0.096,-34.302,-1.831,24.292
0.223,-1.276,0.128,-29.724,-7.324,27.527
0.217,-1.135,0.152,-16.785,-5.798,19.104
0.172,-0.997,0.147,-11.292,2.502,4.272
0.116,-0.917,0.147,-7.324,7.812,-0.732
0.105,-0.949,0.146,-4.272,6.470,2.502
0.122,-1.006,0.156,-3.601,1.038,6.714
0.134,-1.009,0.142,-4.089,-2.014,7.141
0.125,-1.004,0.132,-3.296,-1.709,5.249
0.128,-0.988,0.118,-0.183,-1.221,3.357
0.112,-0.989,0.125,2.014,-1.404,3.418
0.120,-0.997,0.118,1.465,-1.282,3.601
0.123,-0.997,0.113,-0.244,-1.404,3.113
0.119,-0.990,0.110,-1.831,-1.526,3.174
0.118,-0.997,0.107,-3.357,-1.099,2.869
0.117,-0.995,0.107,-4.883,-0.793,2.502
0.113,-0.999,0.121,-4.700,-0.793,2.075
0.107,-0.999,0.126,-5.310,-0.183,1.465
0.095,-1.001,0.133,-6.653,0.122,1.099
0.093,-0.996,0.141,-7.324,0.183,1.160
0.098,-0.990,0.146,-5.798,-0.305,2.014
0.105,-0.998,0.153,-3.784,-0.671,2.869
0.113,-0.995,0.151,-2.502,-1.221,2.991
0.117,-0.991,0.149,-1.831,-1.099,2.625
0.112,-0.987,0.149,-1.404,0.000,2.136
0.115,-0.989,0.152,-1.038,1.892,1.892
0.122,-0.988,0.152,-0.244,4.333,1.587
0.122,-0.988,0.165,1.099,4.639,1.221
0.111,-0.984,0.168,2.258,4.517,1.343
0.115,-0.986,0.161,3.906,4.333,1.465
0.117,-0.987,0.156,5.798,4.333,2.014
0.116,-0.990,0.147,7.812,4.150,2.380
0.116,-0.991,0.135,9.277,4.028,2.502
0.119,-0.993,0.127,9.766,3.723,2.563
0.110,-0.996,0.120,8.789,3.601,2.502
0.114,-0.996,0.116,7.507,4.272,2.075
0.119,-0.996,0.116,6.287,4.883,1.953
0.117,-0.997,0.127,5.493,4.456,2.258
0.124,-0.995,0.127,4.395,3.357,2.136
0.131,-0.990,0.121,3.845,2.441,1.892
0.132,-0.990,0.119,3.906,1.709,2.075
0.131,-0.993,0.113,3.540,1.221,2.136
0.126,-0.997,0.112,2.808,1.099,2.136
0.120,-0.994,0.112,1.526,1.099,2.197
0.115,-0.993,0.116,0.671,0.977,2.197
0.120,-0.994,0.119,-0.183,0.366,2.380
0.119,-0.999,0.123,-0.916,-0.061,2.441
0.116,-0.997,0.131,-1.892,-0.122,2.319
0.119,-0.990,0.136,-2.258,0.427,2.075
0.123,-0.990,0.144,-0.977,0.793,2.258
0.123,-0.992,0.146,0.305,0.854,2.625
0.125,-0.991,0.145,1.099,0.854,2.625
0.120,-0.991,0.144,1.526,0.549,2.197
0.118,-0.989,0.137,1.648,0.671,2.258
0.117,-0.990,0.135,2.075,0.854,2.502
0.117,-0.990,0.143,2.502,1.160,2.747
0.116,-0.990,0.148,2.869,1.526,2.869
0.119,-0.992,0.146,4.150,1.892,3.052
0.124,-0.992,0.141,5.310,2.136,2.747
0.128,-0.991,0.129,6.042,2.380,2.380
0.128,-0.991,0.119,6.165,2.563,2.380
0.122,-0.996,0.117,5.615,2.991,2.075
0.122,-0.996,0.117,4.150,2.869,1.709
0.116,-0.995,0.121,3.174,2.686,1.648
0.113,-0.995,0.127,2.686,2.441,1.892
0.117,-0.994,0.132,2.869,2.075,2.014
0.120,-0.993,0.132,3.357,1.831,2.197
0.122,-0.992,0.130,3.845,1.587,2.319
0.124,-0.991,0.128,4.211,1.770,2.319
0.126,-0.992,0.123,4.089,1.831,2.319
0.126,-0.991,0.120,3.967,1.953,2.075
0.123,-0.995,0.120,3.540,2.625,2.075
0.122,-0.994,0.123,2.625,2.625,1.770
0.117,-0.991,0.127,1.953,2.625,1.648
0.115,-0.991,0.129,2.380,2.625,2.014
0.117,-0.994,0.129,2.869,2.258,2.258
0.118,-0.995,0.127,3.113,2.136,2.380
0.119,-0.993,0.120,3.296,2.136,2.441
0.122,-0.993,0.120,3.723,2.075,2.625
0.125,-0.993,0.120,3.540,1.892,2.625
0.126,-0.993,0.123,2.991,1.770,2.502
0.129,-0.991,0.119,2.563,1.892,2.075
0.127,-0.991,0.118,2.625,2.136,2.075
0.124,-0.992,0.119,2.441,2.625,2.075
0.122,-0.994,0.119,2.014,2.869,2.075
0.122,-0.993,0.120,1.648,2.747,2.014
0.118,-0.992,0.125,1.892,2.747,1.892
0.117,-0.995,0.128,2.136,2.686,2.136
