aX,aY,aZ,gX,gY,gZ
-0.174,-0.757,-0.716,28.625,-85.327,-6.042
-0.200,-0.823,-0.716,28.015,-84.656,-4.822
-0.239,-0.870,-0.718,26.123,-83.374,-4.333
-0.273,-0.885,-0.731,23.437,-80.505,-4.883
-0.292,-0.893,-0.742,21.301,-74.646,-6.348
-0.323,-0.881,-0.752,19.531,-65.857,-7.141
-0.344,-0.872,-0.753,18.066,-53.528,-7.019
-0.372,-0.864,-0.729,17.456,-41.321,-5.615
-0.379,-0.857,-0.724,17.822,-23.499,-3.845
-0.371,-0.869,-0.678,19.836,-6.592,-2.441
-0.348,-0.895,-0.601,21.667,7.202,-1.221
-0.320,-0.917,-0.524,19.775,20.325,0.061
-0.296,-0.927,-0.460,15.686,32.166,1.709
-0.282,-0.914,-0.403,11.414,41.748,3.357
-0.237,-0.892,-0.358,8.789,49.133,4.456
-0.212,-0.861,-0.328,8.667,52.856,5.005
-0.194,-0.845,-0.319,9.521,53.406,5.798
-0.207,-0.835,-0.326,10.437,52.917,6.592
-0.215,-0.833,-0.335,10.498,53.711,6.104
-0.189,-0.835,-0.342,11.902,57.861,5.615
-0.172,-0.845,-0.333,14.282,63.843,7.690
-0.152,-0.846,-0.313,15.930,70.129,10.132
-0.121,-0.839,-0.271,18.127,74.402,13.000
-0.079,-0.844,-0.198,18.982,74.463,16.907
-0.069,-0.824,-0.160,15.564,69.763,21.362
-0.070,-0.811,-0.176,9.521,62.256,26.123
-0.077,-0.813,-0.207,6.104,54.565,30.823
-0.068,-0.830,-0.240,4.944,49.988,34.851
-0.036,-0.845,-0.243,3.967,49.255,38.452
-0.018,-0.844,-0.219,3.052,47.302,41.809
0.011,-0.846,-0.198,0.732,41.199,43.579
0.009,-0.860,-0.205,-3.174,31.738,43.823
-0.011,-0.879,-0.226,-6.958,22.583,41.687
-0.043,-0.921,-0.198,-6.531,14.404,37.537
-0.053,-0.952,-0.180,-4.333,6.104,34.302
-0.006,-1.002,-0.208,-5.066,1.709,32.349
0.018,-1.058,-0.197,-7.690,-0.061,31.006
0.041,-1.084,-0.156,-13.367,-2.930,28.992
0.072,-1.113,-0.122,-20.874,-9.460,24.353
0.099,-1.066,-0.163,-27.893,-20.691,16.174
0.114,-1.031,-0.238,-27.527,-32.532,4.761
0.113,-1.064,-0.261,-15.930,-39.917,-5.310
0.073,-1.092,-0.250,-1.709,-42.603,-11.414
0.036,-1.095,-0.277,7.080,-41.016,-12.451
0.049,-1.120,-0.319,9.399,-35.950,-11.108
0.104,-1.185,-0.340,7.568,-28.809,-9.277
0.127,-1.234,-0.312,3.662,-19.104,-8.667
0.095,-1.177,-0.325,-1.648,-10.498,-9.338
0.099,-1.117,-0.381,-0.671,-6.104,-12.451
0.126,-1.083,-0.441,12.817,-3.174,-17.700
0.108,-1.055,-0.458,32.898,2.075,-21.851
0.092,-1.086,-0.407,48.645,16.602,-24.048
0.111,-1.166,-0.299,52.429,34.424,-23.376
0.114,-1.178,-0.205,42.725,48.828,-21.729
0.130,-1.157,-0.182,27.893,54.138,-21.301
0.155,-1.079,-0.240,18.311,51.941,-22.461
0.120,-1.051,-0.237,24.658,46.509,-22.461
0.098,-1.064,-0.216,41.443,43.823,-19.287
0.096,-1.126,-0.177,51.880,43.274,-16.968
0.073,-1.148,-0.155,50.842,43.823,-15.381
0.071,-1.162,-0.149,39.124,47.791,-13.611
0.067,-1.130,-0.147,25.940,57.739,-13.855
0.132,-1.083,-0.093,19.775,72.327,-14.832
0.135,-1.053,0.016,22.583,78.186,-15.442
0.165,-1.068,0.078,29.297,74.829,-14.893
0.212,-1.111,0.080,38.025,63.110,-14.160
0.210,-1.134,-0.012,45.715,46.692,-12.695
0.188,-1.163,-0.088,50.598,34.790,-9.460
0.147,-1.198,-0.100,48.401,28.992,-7.446
0.127,-1.203,-0.144,35.950,32.227,-7.019
0.101,-1.202,-0.164,23.315,42.969,-8.362
0.085,-1.195,-0.121,18.005,56.763,-13.062
0.120,-1.188,-0.023,21.423,67.627,-20.081
0.150,-1.173,0.070,27.649,69.458,-25.635
0.124,-1.119,0.097,28.503,64.697,-27.283
0.122,-1.125,0.049,21.545,58.716,-23.315
0.125,-1.180,0.004,12.146,55.725,-19.104
0.092,-1.183,0.011,8.301,58.716,-18.677
0.074,-1.172,0.073,9.766,62.500,-21.179
0.055,-1.139,0.152,8.972,65.918,-24.780
0.036,-1.109,0.209,0.183,70.496,-28.381
0.052,-1.112,0.216,-14.587,74.402,-31.067
0.014,-1.074,0.153,-30.212,76.294,-32.288
-0.055,-0.977,0.031,-36.255,78.064,-33.325
-0.024,-0.960,-0.005,-23.254,80.322,-32.471
0.026,-0.988,0.072,1.099,83.374,-28.198
0.038,-1.028,0.229,24.597,87.280,-23.987
0.030,-1.049,0.366,33.691,85.938,-22.156
0.010,-1.056,0.456,26.001,80.872,-22.827
-0.001,-1.062,0.500,6.592,75.806,-24.231
-0.047,-1.040,0.482,-19.043,71.777,-26.001
-0.098,-0.945,0.397,-38.818,68.665,-27.405
-0.118,-0.909,0.360,-37.048,62.988,-27.161
-0.110,-0.908,0.356,-19.836,57.861,-25.024
-0.107,-0.932,0.385,2.258,55.908,-21.118

0.500,-1.426,0.621,13.611,15.808,2.380
0.290,-1.091,0.616,-59.387,-20.569,13.794
0.270,-1.006,0.326,-111.877,-61.768,22.278
0.262,-1.073,-0.021,-120.117,-110.229,27.100
0.229,-1.093,-0.293,-94.360,-149.353,25.085
0.180,-1.062,-0.484,-50.354,-162.842,14.099
0.103,-0.993,-0.572,-2.563,-154.297,2.808
0.084,-0.934,-0.618,37.842,-130.493,-2.380
0.078,-0.911,-0.619,61.096,-100.159,-1.038
0.144,-0.926,-0.573,64.941,-68.115,6.897
0.272,-1.089,-0.368,53.284,-42.053,19.897
0.315,-1.142,-0.151,19.104,-32.410,30.762
0.244,-0.997,-0.117,-34.790,-38.208,38.269
0.151,-0.879,-0.215,-74.829,-57.068,44.006
0.075,-0.854,-0.365,-76.721,-84.961,46.265
-0.036,-0.834,-0.509,-52.368,-114.075,41.748
-0.091,-0.838,-0.673,-19.409,-129.333,30.579
-0.142,-0.920,-0.751,11.047,-129.517,21.667
-0.173,-1.001,-0.784,30.579,-115.540,19.836
-0.172,-1.055,-0.783,36.804,-91.003,23.376
-0.158,-1.072,-0.750,34.180,-62.683,27.283
-0.141,-1.062,-0.674,28.870,-36.560,31.067
-0.125,-1.057,-0.570,23.621,-17.456,33.752
-0.147,-1.051,-0.476,18.188,-8.362,33.875
-0.169,-1.010,-0.434,13.489,-10.742,31.250
-0.223,-0.987,-0.440,11.658,-19.836,26.001
-0.265,-1.006,-0.454,12.024,-31.555,20.142
-0.299,-1.008,-0.487,10.254,-40.894,15.320
-0.318,-1.007,-0.525,6.592,-44.495,11.902
-0.326,-1.010,-0.556,2.869,-43.091,10.376
-0.327,-1.004,-0.582,-0.671,-38.086,9.705
-0.328,-0.985,-0.596,-2.686,-29.602,8.850
-0.331,-0.954,-0.575,-1.404,-20.081,8.118
-0.334,-0.911,-0.560,2.319,-10.803,6.958
-0.331,-0.884,-0.529,6.714,-3.540,4.700
-0.332,-0.864,-0.495,9.888,2.930,4.395
-0.332,-0.855,-0.460,9.033,8.484,7.324
-0.328,-0.857,-0.438,3.906,13.123,12.390
-0.318,-0.857,-0.442,-2.686,16.052,16.602
-0.297,-0.858,-0.457,-5.676,17.273,19.043
-0.284,-0.868,-0.452,-4.272,17.700,19.043
-0.283,-0.863,-0.442,-2.075,17.456,17.273
-0.268,-0.852,-0.446,-1.465,17.212,15.259
-0.258,-0.840,-0.426,-0.610,18.494,14.465
-0.266,-0.839,-0.394,-1.038,21.240,14.893
-0.253,-0.844,-0.379,-3.723,24.841,16.602
-0.228,-0.847,-0.377,-7.202,26.917,19.409
-0.191,-0.857,-0.362,-8.911,26.062,21.667
-0.153,-0.869,-0.331,-9.644,23.376,23.010
-0.114,-0.890,-0.305,-10.620,17.395,23.254
-0.095,-0.900,-0.310,-12.939,6.958,21.057
-0.106,-0.903,-0.330,-14.832,-3.418,18.250
-0.115,-0.924,-0.363,-14.160,-10.132,15.808
-0.099,-0.977,-0.403,-13.245,-12.451,13.245
-0.091,-0.992,-0.447,-14.465,-10.010,11.047
-0.034,-0.990,-0.474,-14.160,-3.601,9.216
0.048,-1.000,-0.447,-10.071,6.226,8.057
0.111,-1.000,-0.382,-5.615,16.846,9.094
0.161,-1.033,-0.304,-3.845,23.621,10.498
0.178,-1.028,-0.269,-6.226,23.010,10.010
0.174,-0.984,-0.287,-7.629,16.418,7.446
0.191,-0.970,-0.316,-0.977,9.094,3.845
0.156,-0.987,-0.340,10.986,7.141,1.587
0.118,-1.010,-0.345,23.743,12.451,0.793
0.098,-1.030,-0.338,34.119,23.071,0.671
0.110,-1.069,-0.311,38.391,32.593,0.122
0.152,-1.081,-0.280,35.645,42.725,-0.977
0.198,-1.121,-0.208,29.602,53.223,-2.686
0.215,-1.133,-0.145,22.461,61.401,-4.150
0.227,-1.151,-0.100,15.625,66.956,-4.578
0.192,-1.129,-0.037,14.038,66.772,-6.653
0.139,-1.066,-0.008,16.846,62.012,-8.484
0.117,-1.067,0.000,21.301,57.922,-6.897
0.090,-1.132,0.026,25.452,55.359,-4.333
0.071,-1.198,0.042,26.184,55.298,-4.395
0.068,-1.220,0.053,24.841,59.387,-9.277
0.055,-1.209,0.093,27.222,62.988,-15.991
0.046,-1.176,0.162,32.471,61.218,-22.949
0.035,-1.139,0.219,34.729,54.932,-28.931
0.047,-1.080,0.213,31.067,46.692,-32.532
0.089,-1.080,0.149,22.888,37.354,-31.372
0.095,-1.141,0.092,14.648,31.799,-26.123
0.095,-1.197,0.105,9.888,29.968,-23.743
0.088,-1.171,0.089,5.249,27.954,-25.757
0.067,-1.170,0.084,-1.099,28.320,-28.198
0.028,-1.120,0.078,-7.385,30.457,-30.029
0.012,-1.030,0.084,-5.554,33.936,-32.532
0.062,-0.983,0.146,6.897,34.912,-34.363
0.146,-0.990,0.223,20.874,28.442,-32.776
0.172,-1.031,0.273,26.306,17.944,-26.184
0.121,-1.049,0.231,19.653,9.766,-16.907
0.092,-1.109,0.166,6.348,9.888,-7.446
0.013,-1.171,0.145,-4.883,17.151,-1.648
-0.026,-1.189,0.172,-9.277,31.860,-0.305
-0.003,-1.234,0.315,-6.042,46.692,-3.052
0.008,-1.225,0.447,-3.662,55.786,-8.240
0.015,-1.185,0.500,-7.935,54.260,-14.282
0.026,-1.140,0.477,-13.367,44.067,-19.531
0.010,-1.094,0.401,-13.550,29.419,-20.874
-0.003,-1.078,0.335,-10.071,17.151,-19.165
-0.034,-1.064,0.271,-5.615,11.353,-16.968
-0.029,-1.078,0.282,1.709,9.460,-16.907
-0.019,-1.081,0.321,11.292,5.737,-19.348
0.014,-1.060,0.315,16.724,0.732,-22.705
-0.027,-1.004,0.286,16.907,-6.226,-23.071
-0.057,-0.976,0.209,13.977,-13.123,-20.996
-0.107,-0.942,0.128,10.742,-18.372,-18.982
-0.110,-0.945,0.063,7.629,-21.240,-17.944
-0.078,-0.971,0.034,0.977,-18.127,-17.151
-0.056,-0.979,0.039,-7.874,-10.620,-15.686
-0.033,-0.977,0.081,-15.137,-4.028,-14.465
-0.021,-0.958,0.103,-17.334,-0.549,-14.832
-0.030,-0.931,0.096,-14.954,-1.221,-13.733
-0.052,-0.917,0.074,-7.751,-5.493,-10.559
-0.072,-0.911,0.051,2.563,-12.634,-7.080
-0.097,-0.908,0.019,11.536,-19.592,-4.211
-0.113,-0.930,-0.007,16.846,-23.926,-1.709
-0.107,-0.947,-0.038,17.761,-24.963,-0.061
-0.128,-0.953,-0.078,15.564,-21.729,0.427

0.634,-1.572,0.908,51.575,171.143,20.813
0.469,-1.370,0.949,34.607,159.241,15.198
0.331,-1.145,0.856,4.150,138.611,15.381
0.249,-1.015,0.701,-19.592,104.004,20.813
0.192,-0.935,0.471,-27.222,63.171,29.907
0.157,-0.934,0.229,-18.616,31.189,40.100
0.126,-0.970,0.056,2.136,18.005,49.744
0.195,-0.997,-0.053,26.489,22.766,55.176
0.450,-1.129,-0.070,47.913,35.889,56.213
0.687,-1.324,0.111,54.138,40.588,53.711
0.721,-1.372,0.294,26.184,29.907,54.993
0.649,-1.324,0.461,-29.297,3.052,61.646
0.477,-1.136,0.428,-93.323,-37.964,71.289
0.391,-1.060,0.190,-136.414,-78.552,81.604
0.343,-1.098,-0.076,-143.005,-111.450,91.125
0.280,-1.114,-0.304,-126.099,-125.244,94.604
0.272,-1.101,-0.492,-92.102,-112.732,90.088
0.300,-1.070,-0.605,-44.434,-87.830,80.444
0.335,-1.033,-0.618,1.709,-61.279,68.787
0.370,-1.020,-0.531,33.386,-42.419,61.218
0.342,-0.989,-0.378,40.771,-35.400,62.012
0.322,-0.989,-0.286,22.217,-41.077,68.665
0.335,-1.006,-0.340,-9.644,-55.786,79.102
0.337,-1.076,-0.448,-35.767,-65.002,89.111
0.284,-1.112,-0.481,-49.988,-81.482,92.407
0.240,-1.119,-0.545,-49.561,-99.304,84.534
0.180,-1.077,-0.682,-33.691,-110.657,66.101
0.088,-1.013,-0.797,-4.517,-121.887,40.039
-0.009,-0.972,-0.864,29.236,-132.812,12.268
-0.098,-0.923,-0.920,54.932,-137.878,-9.216
-0.170,-0.906,-0.955,63.599,-136.536,-21.484
-0.217,-0.919,-0.961,57.068,-128.601,-22.949
-0.246,-0.918,-0.964,41.077,-116.028,-17.151
-0.292,-0.892,-0.939,23.682,-102.234,-10.315
-0.373,-0.854,-0.888,12.756,-90.698,-7.202
-0.431,-0.824,-0.836,9.216,-80.627,-8.118
-0.462,-0.812,-0.801,12.329,-70.740,-10.132
-0.465,-0.825,-0.731,16.968,-62.012,-12.756
-0.414,-0.841,-0.689,17.334,-54.932,-13.123
-0.387,-0.844,-0.669,13.489,-39.001,-7.690
-0.409,-0.865,-0.585,7.629,-29.968,-3.174
-0.375,-0.889,-0.531,1.099,-24.841,-3.174
-0.332,-0.868,-0.544,-2.319,-15.686,-5.737
-0.336,-0.840,-0.513,2.869,-7.263,-10.010
-0.346,-0.820,-0.467,11.414,-2.625,-15.930
-0.337,-0.801,-0.455,17.761,1.465,-22.705
-0.314,-0.801,-0.470,22.766,5.554,-28.503
-0.280,-0.807,-0.478,25.940,10.742,-30.762
-0.251,-0.802,-0.463,25.635,19.104,-29.602
-0.225,-0.791,-0.439,22.339,27.893,-25.940
-0.208,-0.777,-0.416,18.188,35.278,-21.240
-0.201,-0.772,-0.377,16.052,41.809,-16.418
-0.197,-0.792,-0.336,15.991,46.753,-11.475
-0.176,-0.823,-0.324,16.418,50.598,-6.836
-0.150,-0.863,-0.313,16.846,53.040,-3.784
-0.126,-0.900,-0.308,15.625,54.749,-2.197
-0.112,-0.919,-0.315,13.062,54.993,-2.136
-0.105,-0.924,-0.320,11.963,51.575,-3.052
-0.109,-0.913,-0.324,11.536,44.495,-4.333
-0.104,-0.891,-0.349,10.681,35.645,-5.371
-0.123,-0.889,-0.379,9.277,26.794,-6.042
-0.137,-0.894,-0.408,7.019,22.034,-4.639
-0.104,-0.927,-0.448,3.479,25.635,-0.366
-0.046,-0.968,-0.450,-1.038,33.142,5.615
-0.000,-1.025,-0.399,-7.690,41.504,11.597
0.012,-1.020,-0.372,-17.029,46.997,16.846
0.034,-1.025,-0.349,-22.400,44.678,17.151
0.050,-1.030,-0.363,-21.790,36.194,12.512
0.070,-1.016,-0.432,-16.785,25.635,4.089
0.091,-1.023,-0.473,-7.202,18.982,-5.798
0.093,-1.018,-0.437,3.662,19.470,-12.085
0.098,-0.973,-0.390,8.606,22.705,-12.634
0.110,-0.951,-0.381,5.554,22.583,-9.766
0.141,-0.978,-0.374,-0.549,20.996,-6.287
0.177,-0.986,-0.376,-5.859,19.897,-5.493
0.159,-0.998,-0.337,-7.690,19.897,-7.996
0.124,-1.042,-0.286,-5.859,19.836,-7.812
0.118,-1.094,-0.279,-4.700,16.724,-3.784
0.103,-1.220,-0.306,-9.094,14.038,-0.549
0.120,-1.331,-0.336,-19.592,18.372,0.305
0.100,-1.289,-0.336,-26.733,26.489,-6.042
0.137,-1.245,-0.278,-16.174,33.875,-21.667
0.162,-1.183,-0.200,4.700,37.170,-38.147
0.198,-1.128,-0.112,25.574,33.081,-51.392
0.174,-1.033,-0.105,40.222,18.127,-59.204
0.148,-0.975,-0.101,45.593,-0.793,-56.458
0.173,-1.010,-0.100,40.771,-13.733,-45.227
0.131,-1.057,-0.118,23.315,-25.269,-31.799
0.071,-1.058,-0.229,-1.892,-31.738,-19.714
0.069,-1.036,-0.377,-11.353,-29.358,-17.212
0.105,-1.027,-0.352,8.972,-22.522,-24.231
0.124,-0.991,-0.215,43.335,-13.184,-32.471
0.137,-1.038,-0.011,69.275,-8.179,-36.377
0.122,-1.160,0.054,69.885,-10.864,-30.762
0.067,-1.307,-0.015,47.546,-9.460,-18.250
-0.034,-1.400,-0.055,23.682,-0.977,-8.972
-0.131,-1.395,-0.056,10.864,11.475,-7.568
-0.149,-1.354,-0.034,9.521,27.405,-13.367
-0.148,-1.313,0.047,17.822,43.945,-19.653
-0.091,-1.277,0.169,31.738,56.946,-26.306
0.022,-1.257,0.297,42.786,57.190,-35.217
0.091,-1.188,0.300,41.382,43.396,-39.124
0.142,-1.172,0.260,30.701,32.166,-36.560
0.124,-1.175,0.221,19.165,33.020,-29.846
0.037,-1.127,0.207,14.465,41.870,-22.949
-0.001,-1.113,0.273,20.447,50.537,-20.569
0.019,-1.097,0.404,31.494,53.101,-22.156
0.068,-1.097,0.520,38.879,48.828,-25.024
0.095,-1.071,0.569,37.598,40.710,-26.550
0.089,-1.050,0.553,26.428,32.104,-24.475
0.072,-1.050,0.497,9.705,24.780,-20.935
0.030,-1.042,0.440,-5.554,22.217,-17.212
0.009,-1.051,0.446,-10.986,24.048,-13.916
-0.010,-1.068,0.504,-5.798,26.978,-12.085
-0.035,-1.091,0.577,2.014,26.489,-11.658
-0.069,-1.090,0.615,3.601,19.958,-11.719
-0.088,-1.039,0.554,-3.357,8.179,-12.817
-0.120,-0.978,0.428,-13.123,-2.563,-13.062
-0.094,-0.988,0.366,-19.775,-10.742,-12.512
