aX,aY,aZ,gX,gY,gZ
0.054,-0.653,0.284,-7.385,6.531,4.944
0.064,-0.776,0.292,-2.563,5.371,11.414
0.088,-0.863,0.266,1.282,5.798,14.160
0.084,-0.886,0.216,7.812,8.545,16.052
0.072,-0.915,0.182,18.921,8.057,16.479
0.085,-0.946,0.156,32.410,1.404,15.686
0.102,-0.947,0.133,42.114,-7.751,15.869
0.120,-0.926,0.102,43.518,-14.832,18.188
0.167,-0.928,0.049,39.429,-16.052,20.386
0.194,-0.902,-0.008,33.142,-11.475,22.644
0.210,-0.880,-0.032,26.367,-10.437,25.208
0.266,-0.888,-0.045,19.714,-12.817,25.696
0.345,-0.893,-0.074,16.357,-11.658,25.879
0.406,-0.900,-0.106,19.653,-6.165,25.940
0.473,-0.901,-0.119,27.405,-0.671,23.071
0.514,-0.887,-0.131,34.363,4.944,18.005
0.522,-0.860,-0.127,38.574,11.902,10.010
0.495,-0.833,-0.116,38.147,18.311,0.366
0.440,-0.813,-0.088,31.921,24.597,-6.897
0.428,-0.798,-0.034,20.813,31.189,-11.841
0.461,-0.789,0.029,5.859,35.095,-13.123
0.508,-0.785,0.073,-6.531,34.790,-12.573
0.604,-0.802,0.092,-11.658,30.640,-11.292
0.691,-0.804,0.109,-7.935,24.170,-9.705
0.755,-0.822,0.111,3.662,18.433,-9.766
0.757,-0.827,0.102,16.052,16.479,-10.376
0.714,-0.837,0.078,25.208,19.409,-12.146
0.623,-0.833,0.041,27.283,27.344,-16.235
0.555,-0.829,-0.014,22.217,35.461,-21.545
0.575,-0.828,-0.067,14.771,38.086,-25.452
0.625,-0.828,-0.081,10.010,38.330,-27.466
0.647,-0.859,-0.056,13.367,42.175,-29.053
0.659,-0.862,0.010,24.170,50.171,-29.480
0.629,-0.892,0.107,34.790,58.105,-29.968
0.473,-0.964,0.154,39.490,69.092,-33.569
0.265,-1.005,0.127,36.133,80.261,-40.100
0.087,-1.009,0.092,27.283,80.505,-48.889
-0.018,-0.999,0.045,12.695,72.449,-59.998
-0.027,-0.953,0.002,-8.362,59.937,-68.970
0.019,-0.906,-0.021,-31.555,43.518,-70.862
0.026,-0.917,-0.013,-47.974,32.227,-64.514
-0.011,-0.966,0.034,-52.673,33.142,-55.359
-0.100,-1.000,0.104,-48.645,41.504,-49.805
-0.262,-1.012,0.162,-41.077,49.072,-50.781
-0.408,-0.988,0.191,-32.043,52.490,-54.993
-0.478,-0.944,0.187,-24.231,50.476,-57.251
-0.499,-0.911,0.129,-19.714,41.077,-53.772
-0.532,-0.916,0.066,-14.587,24.231,-45.288
-0.591,-0.930,0.034,-7.385,11.169,-35.156
-0.678,-0.944,0.045,-3.906,8.423,-25.757
-0.770,-0.931,0.092,-7.324,11.963,-17.334
-0.849,-0.911,0.151,-13.733,14.832,-10.254
-0.949,-0.919,0.196,-18.677,15.503,-4.639
-1.008,-0.918,0.198,-18.127,15.564,0.671
-0.994,-0.911,0.172,-10.376,10.986,7.568
-0.945,-0.928,0.140,2.808,2.380,15.503
-0.880,-0.981,0.095,15.076,-3.967,23.987
-0.802,-1.053,0.068,22.400,-7.263,32.776
-0.732,-1.130,0.064,22.400,-7.385,40.039
-0.672,-1.187,0.062,15.686,-4.639,44.312
-0.604,-1.214,0.073,5.371,-1.587,45.227
-0.531,-1.231,0.093,-2.563,0.427,43.274
-0.452,-1.224,0.110,-4.395,0.793,39.185
-0.364,-1.214,0.120,-0.854,0.305,33.936
-0.295,-1.202,0.117,4.578,-0.549,29.419
-0.243,-1.204,0.107,9.644,-1.221,26.672
-0.199,-1.209,0.088,13.123,-2.136,24.902
-0.160,-1.220,0.058,15.625,-3.357,23.071
-0.129,-1.227,0.032,18.433,-4.150,20.752
-0.114,-1.219,0.001,21.301,-3.540,17.456
-0.077,-1.197,-0.024,24.109,-1.892,13.428
-0.054,-1.166,-0.036,25.330,-2.502,10.742
-0.003,-1.171,-0.053,25.085,-2.441,7.996
0.024,-1.181,-0.064,23.071,-0.977,6.165
0.031,-1.177,-0.068,20.081,0.122,4.578
0.042,-1.175,-0.069,16.785,1.221,1.770
0.033,-1.155,-0.066,12.939,0.977,-1.709
0.018,-1.131,-0.072,9.399,0.305,-5.371
0.005,-1.094,-0.084,6.714,-0.305,-9.277
-0.007,-1.052,-0.086,5.493,-1.831,-11.902
-0.012,-1.022,-0.084,5.005,-3.174,-12.573
