aX,aY,aZ,gX,gY,gZ
0.235,-1.000,-0.056,5.615,5.493,-0.488
0.233,-0.986,-0.056,5.432,5.981,-1.099
0.238,-0.977,-0.047,6.531,6.409,-0.732
0.236,-0.986,-0.046,8.362,6.226,0.122
0.236,-0.998,-0.053,9.949,4.272,0.549
0.237,-1.005,-0.068,11.230,2.075,0.061
0.236,-1.017,-0.079,12.268,1.160,-1.770
0.226,-1.016,-0.093,12.817,1.343,-3.418
0.225,-1.004,-0.098,12.817,2.319,-4.333
0.227,-0.999,-0.099,11.658,3.906,-4.395
0.223,-1.000,-0.095,9.827,5.737,-4.333
0.224,-0.997,-0.080,8.423,7.874,-4.333
0.227,-0.996,-0.060,7.385,8.972,-3.906
0.230,-1.000,-0.048,5.371,8.423,-2.991
0.230,-1.003,-0.044,3.296,6.531,-1.770
0.227,-1.004,-0.048,1.953,3.540,-1.160
0.222,-0.999,-0.061,1.404,0.549,-1.526
0.217,-0.988,-0.069,2.014,-1.282,-1.953
0.216,-0.985,-0.080,3.540,-1.831,-2.136
0.218,-0.984,-0.090,4.822,-1.404,-2.563
0.214,-0.985,-0.097,5.676,-0.183,-3.418
0.209,-0.974,-0.090,6.897,1.709,-4.089
0.210,-0.974,-0.075,8.240,3.418,-4.089
0.204,-0.969,-0.061,7.629,3.418,-3.479
0.201,-0.975,-0.061,5.676,1.526,-1.709
0.207,-0.982,-0.073,2.869,-0.610,0.000
0.209,-0.985,-0.085,0.732,-2.258,0.305
0.205,-0.978,-0.087,0.549,-2.502,-0.854
0.203,-0.975,-0.092,2.136,-2.380,-1.465
0.203,-0.980,-0.097,3.845,-2.319,-1.648
0.199,-0.982,-0.103,4.883,-1.709,-2.380
0.195,-0.984,-0.102,6.653,-0.732,-2.991
0.197,-0.990,-0.101,8.301,0.916,-3.174
0.193,-1.000,-0.095,8.667,2.258,-3.601
0.192,-0.997,-0.092,7.507,2.930,-3.662
0.195,-0.995,-0.091,5.371,2.747,-3.540
0.198,-0.998,-0.094,3.418,2.380,-3.418
0.197,-0.995,-0.097,1.831,1.343,-3.662
0.196,-0.989,-0.097,1.892,0.732,-4.211
0.193,-0.985,-0.094,3.662,0.305,-4.517
0.193,-0.985,-0.096,5.920,0.366,-4.578
0.192,-0.992,-0.096,8.545,0.549,-4.456
0.193,-1.000,-0.108,9.399,0.549,-4.456
0.194,-1.008,-0.119,7.446,0.793,-4.883
0.188,-1.009,-0.123,4.700,1.831,-5.920
0.182,-1.002,-0.114,2.075,3.662,-6.104
0.177,-0.996,-0.104,0.244,4.700,-5.249
0.176,-0.986,-0.094,-0.671,5.127,-4.395
0.179,-0.986,-0.089,-0.488,4.883,-4.028
0.180,-0.995,-0.087,0.244,3.540,-4.211
0.181,-1.001,-0.093,1.221,1.709,-5.920
0.177,-1.001,-0.097,3.052,0.488,-8.606
0.170,-0.991,-0.100,5.188,-0.244,-10.254
0.166,-0.979,-0.102,6.775,-0.183,-10.010
0.167,-0.980,-0.107,6.531,0.366,-8.179
0.170,-0.991,-0.116,3.967,0.977,-6.042
0.176,-1.016,-0.118,0.916,1.770,-6.592
0.169,-1.035,-0.104,-0.916,2.869,-9.949
0.162,-1.029,-0.097,0.244,2.930,-13.733
0.158,-1.021,-0.094,3.235,2.197,-15.930
0.155,-1.007,-0.093,6.226,1.282,-16.357
0.153,-1.000,-0.092,7.080,0.183,-15.686
0.151,-1.004,-0.105,5.615,-0.916,-14.771
0.147,-1.001,-0.113,4.028,-1.770,-15.442
0.141,-0.990,-0.114,4.089,-1.648,-16.296
0.139,-0.989,-0.109,4.944,-0.854,-15.198
0.137,-0.996,-0.107,4.578,-0.061,-13.977
0.144,-1.005,-0.102,2.625,0.122,-13.672
0.141,-1.020,-0.106,-1.282,-0.610,-15.198
0.132,-1.016,-0.109,-3.845,-1.709,-18.372
0.117,-1.004,-0.104,-2.319,-1.709,-20.691
0.109,-1.000,-0.099,1.709,-1.526,-20.569
0.115,-1.005,-0.097,4.700,-1.526,-18.982
0.113,-1.006,-0.099,4.883,-0.854,-16.968
0.107,-1.003,-0.098,2.380,-0.427,-15.137
0.103,-1.003,-0.100,-0.977,-0.671,-13.306
0.104,-1.000,-0.100,-2.869,-0.793,-12.390
0.099,-0.994,-0.094,-2.319,-0.366,-12.451
0.099,-0.981,-0.089,0.122,-0.366,-12.695
0.093,-0.971,-0.086,2.991,-0.977,-11.841
0.097,-0.978,-0.095,4.150,-1.404,-10.437

0.773,-1.428,0.484,20.996,-97.046,73.914
0.801,-1.488,0.473,19.958,-106.506,64.331
0.809,-1.561,0.411,20.630,-119.934,51.208
0.813,-1.599,0.303,25.879,-133.484,32.898
0.824,-1.644,0.151,41.443,-145.203,13.306
0.833,-1.658,-0.045,61.646,-151.733,-3.418
0.820,-1.691,-0.205,81.055,-150.879,-18.188
0.763,-1.712,-0.309,92.651,-141.418,-32.593
0.686,-1.750,-0.370,91.736,-130.005,-46.143
0.625,-1.813,-0.462,80.933,-117.493,-57.983
0.589,-1.828,-0.540,66.772,-99.304,-66.467
0.565,-1.832,-0.564,52.429,-90.393,-75.378
0.577,-1.865,-0.550,39.734,-92.712,-87.708
0.581,-1.838,-0.549,26.611,-100.159,-100.830
0.549,-1.778,-0.576,11.230,-108.032,-110.474
0.492,-1.746,-0.596,-2.930,-112.305,-118.774
0.431,-1.685,-0.595,-12.085,-109.924,-126.770
0.357,-1.576,-0.607,-14.343,-105.347,-131.531
0.312,-1.473,-0.649,-13.306,-100.281,-134.460
0.307,-1.467,-0.676,-13.428,-93.506,-133.179
0.352,-1.492,-0.690,-19.165,-83.496,-126.343
0.379,-1.535,-0.683,-32.166,-71.228,-118.835
0.351,-1.522,-0.657,-48.218,-61.035,-116.821
0.334,-1.453,-0.644,-59.998,-53.955,-119.202
0.289,-1.365,-0.628,-63.965,-49.927,-123.657
0.218,-1.285,-0.614,-60.242,-47.363,-128.174
0.185,-1.222,-0.607,-53.406,-44.495,-130.127
0.188,-1.217,-0.620,-48.401,-41.016,-128.784
0.203,-1.213,-0.654,-48.523,-37.231,-126.343
0.171,-1.139,-0.710,-50.293,-31.677,-124.878
0.125,-1.058,-0.748,-48.035,-23.193,-124.573
0.071,-1.002,-0.763,-42.725,-12.085,-123.108
0.018,-0.959,-0.760,-38.086,-1.038,-119.873
-0.013,-0.939,-0.772,-37.109,8.728,-117.554
-0.029,-0.904,-0.787,-39.124,18.066,-118.408
-0.036,-0.856,-0.789,-41.687,28.137,-120.850
-0.034,-0.798,-0.799,-42.847,38.025,-120.361
-0.023,-0.748,-0.804,-42.725,47.791,-117.493
-0.038,-0.669,-0.802,-40.100,57.800,-113.525
-0.080,-0.563,-0.772,-33.875,66.711,-108.032
-0.121,-0.461,-0.730,-24.658,74.219,-98.450
-0.151,-0.351,-0.699,-14.526,78.186,-85.571
-0.166,-0.262,-0.677,-3.479,79.224,-71.350
-0.154,-0.232,-0.674,5.920,79.529,-57.678
-0.147,-0.226,-0.661,6.409,80.078,-49.500
-0.156,-0.200,-0.628,-1.770,82.214,-43.945
-0.147,-0.183,-0.589,-13.977,83.740,-35.706
-0.110,-0.187,-0.557,-25.696,81.787,-25.879
-0.093,-0.174,-0.537,-36.194,79.895,-16.663
-0.102,-0.167,-0.503,-44.617,82.214,-9.033
-0.120,-0.160,-0.443,-48.035,87.036,-3.113
-0.096,-0.170,-0.349,-46.265,91.736,1.404
-0.078,-0.194,-0.282,-45.288,95.337,2.991
-0.039,-0.237,-0.214,-48.096,96.680,1.587
-0.010,-0.316,-0.172,-51.453,94.543,-2.258
-0.000,-0.407,-0.159,-54.321,90.942,-11.108
-0.014,-0.444,-0.158,-54.382,88.806,-28.503
-0.047,-0.427,-0.152,-46.692,90.637,-48.828
-0.070,-0.379,-0.100,-34.851,98.389,-65.063
-0.071,-0.326,-0.008,-24.963,109.131,-73.547
-0.065,-0.301,0.089,-18.250,117.065,-74.402
-0.044,-0.308,0.169,-15.564,119.873,-69.336
-0.017,-0.330,0.218,-16.357,117.188,-61.462
-0.014,-0.363,0.239,-18.250,109.497,-53.955
0.001,-0.364,0.234,-21.667,99.670,-49.011
0.019,-0.366,0.225,-24.109,90.820,-47.241
-0.006,-0.348,0.177,-24.353,85.205,-47.668
-0.048,-0.314,0.127,-22.949,84.473,-48.462
-0.051,-0.278,0.127,-20.630,90.088,-47.913
-0.058,-0.229,0.185,-21.362,100.220,-44.434
-0.075,-0.154,0.267,-26.001,110.291,-37.476
-0.033,-0.119,0.366,-33.508,116.150,-26.123
-0.007,-0.106,0.441,-41.260,116.882,-11.597
-0.015,-0.075,0.501,-47.241,113.708,1.831
-0.045,-0.062,0.534,-48.096,108.032,13.306
-0.029,-0.089,0.525,-44.006,102.722,23.865
-0.004,-0.118,0.528,-38.696,101.379,31.860
0.001,-0.121,0.535,-33.203,106.689,35.461
0.025,-0.105,0.550,-24.963,116.699,34.790
0.057,-0.058,0.567,-12.329,126.404,32.349
0.090,-0.009,0.618,4.883,135.376,33.203
0.141,0.004,0.757,26.245,141.479,39.551
0.182,-0.085,0.858,45.349,138.550,53.284
0.242,-0.265,0.899,51.697,126.709,74.097
0.283,-0.479,0.899,41.809,114.929,93.933
0.296,-0.653,0.872,22.583,106.995,102.295
0.309,-0.721,0.864,5.493,103.210,95.947
0.349,-0.681,0.906,1.648,104.309,80.872
0.317,-0.588,0.953,19.165,105.225,65.552
0.287,-0.414,0.960,58.472,102.173,52.673
0.318,-0.323,0.973,106.384,93.201,45.715
0.382,-0.501,1.033,135.925,83.618,56.763
0.429,-0.762,1.095,125.305,75.745,83.862
0.411,-1.039,1.088,83.374,66.589,106.628
0.461,-1.176,1.038,30.273,58.899,113.892
0.481,-1.223,1.098,-2.869,57.007,105.042
0.540,-1.224,1.214,-1.465,60.913,81.848
0.520,-1.136,1.255,33.508,57.007,54.382
0.505,-0.902,1.107,92.102,42.847,32.288
0.461,-0.761,0.911,151.611,21.179,16.235
0.485,-0.790,0.844,186.340,1.953,12.390
0.525,-1.004,0.836,181.946,-10.193,25.940
0.507,-1.210,0.793,140.381,-17.761,46.204
0.514,-1.331,0.734,90.820,-20.264,58.167
0.515,-1.378,0.650,57.556,-17.029,60.059
0.491,-1.355,0.553,43.457,-3.601,55.969
0.513,-1.307,0.524,45.166,19.470,47.119
0.573,-1.249,0.591,59.082,42.114,31.982
0.631,-1.186,0.625,81.665,46.509,12.329
0.631,-1.065,0.532,107.544,24.780,-4.395
0.554,-0.936,0.385,133.606,-15.564,-11.841
0.491,-0.941,0.260,150.696,-56.946,-5.249
0.435,-1.063,0.113,152.100,-86.609,12.634
0.385,-1.204,-0.029,137.512,-100.403,27.161
0.327,-1.271,-0.122,112.610,-98.450,31.311
0.272,-1.215,-0.146,88.196,-82.642,31.616
0.234,-1.103,-0.121,70.618,-58.777,32.898
0.244,-0.997,-0.082,60.608,-31.433,34.790
0.320,-0.976,0.013,60.242,-8.240,36.011

0.736,-1.273,0.586,-14.099,-25.696,18.372
0.742,-1.298,0.564,-13.977,-39.307,20.081
0.726,-1.316,0.479,-14.465,-52.429,21.118
0.730,-1.311,0.396,-14.404,-59.753,21.118
0.748,-1.328,0.312,-14.038,-64.087,21.362
0.802,-1.386,0.256,-11.414,-67.261,21.362
0.887,-1.479,0.302,-7.935,-68.176,18.677
0.927,-1.546,0.339,-8.972,-74.341,14.343
0.960,-1.578,0.318,-11.902,-88.074,11.047
0.960,-1.571,0.223,-13.123,-105.713,8.118
0.911,-1.567,0.097,-8.301,-122.559,6.531
0.897,-1.633,-0.047,3.357,-134.399,3.967
0.918,-1.767,-0.120,17.517,-141.846,-2.869
0.943,-1.893,-0.188,27.649,-149.719,-11.536
1.009,-2.031,-0.232,27.832,-159.729,-22.339
1.001,-2.083,-0.328,19.043,-171.570,-35.217
0.991,-2.017,-0.507,9.705,-173.767,-48.767
0.925,-1.943,-0.650,12.207,-167.358,-61.340
0.848,-1.891,-0.744,24.414,-157.959,-73.975
0.769,-1.860,-0.811,37.415,-151.306,-87.646
0.758,-1.838,-0.871,41.687,-145.752,-98.145
0.750,-1.809,-0.959,37.964,-140.564,-103.882
0.701,-1.712,-1.054,28.564,-137.390,-109.558
0.596,-1.567,-1.131,20.325,-133.667,-116.089
0.509,-1.430,-1.145,19.897,-125.916,-121.155
0.420,-1.311,-1.086,24.475,-114.197,-121.704
0.412,-1.267,-1.001,30.762,-103.027,-116.516
0.415,-1.217,-0.918,33.264,-96.558,-106.323
0.473,-1.185,-0.819,27.283,-91.980,-96.191
0.464,-1.180,-0.819,14.404,-91.980,-92.102
0.380,-1.170,-0.928,-2.563,-94.849,-100.891
0.288,-1.056,-0.989,-15.259,-84.961,-119.080
0.220,-0.893,-0.937,-15.259,-64.331,-131.836
0.200,-0.787,-0.916,-7.385,-48.767,-138.062
0.104,-0.631,-0.978,1.038,-39.490,-137.817
0.038,-0.488,-1.035,9.949,-27.893,-135.681
0.015,-0.396,-1.064,19.226,-10.193,-132.568
-0.061,-0.351,-1.097,25.574,7.141,-126.526
-0.140,-0.287,-1.122,24.597,24.719,-119.812
-0.197,-0.225,-1.099,17.151,41.809,-112.183
-0.235,-0.152,-1.065,4.517,55.603,-102.661
-0.280,-0.101,-1.051,-9.094,68.542,-92.773
-0.322,-0.057,-1.052,-21.545,81.299,-85.205
-0.365,-0.022,-1.059,-29.663,93.689,-80.933
-0.393,0.009,-1.035,-35.278,105.774,-77.820
-0.384,0.039,-0.986,-40.222,117.920,-72.021
-0.367,0.059,-0.886,-47.363,128.784,-62.134
-0.395,0.050,-0.754,-58.716,136.780,-49.561
-0.389,0.047,-0.646,-73.486,141.968,-38.635
-0.374,0.036,-0.533,-85.510,142.334,-32.043
-0.352,0.034,-0.417,-93.689,142.639,-28.198
-0.322,0.052,-0.310,-98.389,143.066,-25.024
-0.311,0.057,-0.221,-97.717,141.296,-21.912
-0.281,0.030,-0.136,-92.957,138.855,-17.334
-0.250,0.001,-0.071,-86.426,136.108,-15.686
-0.227,-0.006,-0.029,-76.660,132.935,-17.700
-0.203,0.031,-0.008,-67.139,132.080,-21.240
-0.177,0.079,-0.001,-56.763,134.827,-22.766
-0.157,0.087,0.043,-48.340,140.747,-19.592
-0.118,0.060,0.097,-45.471,146.790,-13.245
-0.069,0.039,0.148,-46.082,147.949,-6.042
-0.043,-0.021,0.194,-50.964,144.714,3.235
-0.029,-0.083,0.213,-60.425,138.306,12.207
-0.020,-0.098,0.261,-67.566,131.653,17.395
-0.002,-0.100,0.332,-75.439,131.653,22.217
0.001,-0.117,0.419,-83.069,134.216,26.428
0.004,-0.127,0.507,-83.618,135.498,28.809
0.040,-0.128,0.578,-76.904,134.888,29.297
0.106,-0.167,0.627,-66.895,129.822,30.884
0.173,-0.236,0.631,-60.120,121.033,33.020
0.222,-0.310,0.590,-56.824,109.985,34.790
0.248,-0.360,0.535,-55.298,100.586,35.767
0.262,-0.390,0.532,-54.749,98.267,35.645
0.245,-0.360,0.564,-53.772,101.990,34.058
0.204,-0.283,0.603,-48.584,105.103,31.311
0.169,-0.189,0.613,-36.377,105.713,29.724
0.204,-0.164,0.625,-16.968,106.140,32.593
0.265,-0.243,0.616,-1.282,108.032,43.457
0.306,-0.349,0.588,1.160,109.619,56.458
0.340,-0.437,0.589,-4.944,111.755,64.331
0.376,-0.469,0.622,-10.071,115.906,65.063
0.372,-0.457,0.687,-5.920,118.835,60.425
0.404,-0.394,0.743,13.000,120.483,51.941
0.463,-0.431,0.788,42.480,117.310,46.143
0.547,-0.500,0.829,63.171,111.145,47.729
0.615,-0.606,0.869,64.819,102.722,54.260
0.626,-0.718,0.831,50.842,88.989,62.500
0.628,-0.780,0.741,33.630,71.655,64.331
0.607,-0.766,0.662,28.625,60.120,57.312
0.565,-0.744,0.625,42.236,56.885,45.410
0.495,-0.692,0.606,74.158,58.655,31.677
0.502,-0.651,0.576,117.493,62.195,20.508
0.528,-0.780,0.562,151.978,61.462,18.921
0.611,-0.969,0.539,155.151,57.251,22.522
0.702,-1.097,0.499,130.798,57.556,30.640
0.741,-1.186,0.464,95.947,61.401,39.307
0.792,-1.224,0.469,68.787,67.444,40.039
0.735,-1.227,0.481,61.218,66.101,28.992
0.651,-1.162,0.492,73.792,59.143,11.475
0.608,-1.046,0.512,99.548,50.537,-8.484
0.602,-1.001,0.506,132.935,37.476,-26.184
0.579,-1.057,0.487,159.363,21.301,-32.837
0.587,-1.149,0.416,165.894,6.348,-29.175
0.582,-1.276,0.328,154.724,-9.460,-20.264
0.577,-1.388,0.217,132.751,-25.879,-10.132
0.575,-1.453,0.142,106.323,-36.133,-4.211
0.559,-1.476,0.124,83.496,-37.354,-2.930
0.517,-1.484,0.180,66.467,-32.593,-6.897
0.443,-1.452,0.274,58.044,-28.076,-17.090
0.409,-1.380,0.342,55.420,-30.029,-30.396
0.364,-1.284,0.365,53.772,-38.574,-39.551
0.350,-1.184,0.358,49.133,-48.828,-40.222
0.376,-1.128,0.292,40.771,-61.523,-32.166
0.363,-1.103,0.175,33.203,-74.158,-17.578
0.361,-1.124,0.097,32.043,-77.576,-2.441
0.371,-1.217,0.076,33.875,-72.754,7.507
0.348,-1.301,0.058,34.363,-65.491,7.751
0.325,-1.309,0.048,33.020,-60.730,3.418
0.320,-1.302,0.048,30.396,-59.204,2.319

0.005,-1.720,-0.827,12.329,-74.097,0.427
-0.024,-1.684,-0.802,-5.493,-53.833,-1.831
-0.054,-1.607,-0.728,-17.761,-40.710,-6.348
-0.062,-1.506,-0.649,-22.400,-30.396,-12.390
-0.070,-1.416,-0.586,-20.447,-19.409,-18.555
-0.071,-1.342,-0.524,-12.756,-11.230,-25.818
-0.058,-1.259,-0.461,-3.174,-6.531,-33.813
-0.040,-1.166,-0.401,4.761,-2.502,-41.321
-0.028,-1.081,-0.346,8.789,1.587,-48.401
-0.011,-1.010,-0.282,10.437,5.981,-53.040
0.001,-0.951,-0.220,9.827,10.437,-54.626
0.004,-0.893,-0.164,7.812,14.038,-54.321
0.014,-0.849,-0.119,5.615,15.625,-52.185
0.027,-0.813,-0.081,5.188,16.052,-47.729
0.025,-0.796,-0.050,5.615,15.381,-41.260
0.022,-0.799,-0.024,6.042,13.855,-34.912
0.026,-0.818,-0.007,6.287,10.498,-29.297
0.030,-0.826,-0.006,6.042,6.226,-23.804
0.035,-0.836,-0.016,5.127,2.502,-17.761
0.045,-0.860,-0.027,3.906,0.916,-11.597
0.052,-0.889,-0.030,2.075,2.136,-6.836
0.056,-0.906,-0.023,-1.038,5.127,-3.906
0.056,-0.914,-0.012,-4.517,8.667,-1.099
0.059,-0.915,0.001,-6.897,11.597,2.075
0.071,-0.921,0.017,-8.057,13.367,5.249
0.084,-0.943,0.040,-8.057,13.550,8.972
0.095,-0.974,0.054,-7.751,12.146,12.817
0.128,-1.009,0.052,-8.789,9.277,14.404
0.124,-1.031,0.042,-9.521,6.470,13.977
0.116,-1.040,0.032,-7.935,4.089,12.329
0.119,-1.045,0.021,-5.127,2.258,9.155
0.115,-1.038,0.009,-1.282,1.282,6.348
0.107,-1.029,-0.000,2.136,0.916,4.456
0.114,-1.025,-0.013,3.967,0.732,2.869
0.114,-1.024,-0.011,4.761,1.526,2.625
0.109,-1.032,-0.009,4.395,2.808,2.747
0.107,-1.041,-0.002,2.991,3.235,2.502
0.102,-1.040,0.004,2.014,3.113,2.258
0.115,-1.041,0.014,1.038,2.258,1.282
0.114,-1.035,0.020,1.099,0.488,0.610
0.109,-1.033,0.017,1.465,-1.465,-0.183
0.097,-1.036,0.007,1.953,-3.052,-1.526
0.093,-1.031,-0.001,2.563,-4.700,-3.479
0.089,-1.030,-0.005,3.723,-5.737,-4.883
0.088,-1.021,-0.009,4.272,-6.287,-6.348
0.089,-1.011,-0.008,4.883,-5.676,-6.042
0.086,-1.001,-0.007,4.639,-4.211,-5.371
0.082,-0.997,-0.010,4.211,-3.174,-4.517
0.081,-0.990,-0.012,3.906,-2.075,-4.211
0.074,-0.988,-0.007,3.845,-0.732,-3.784
0.070,-0.984,-0.000,4.089,0.305,-2.930
0.066,-0.986,0.005,3.784,0.244,-2.319
0.063,-0.993,0.009,3.418,-0.244,-2.319
0.057,-0.997,0.005,3.113,-1.160,-2.686
0.056,-0.998,0.001,3.235,-2.136,-3.357
0.057,-0.993,0.000,4.028,-2.625,-3.723
0.059,-0.990,-0.003,5.066,-2.930,-3.784
0.059,-0.996,-0.014,5.798,-2.991,-3.601
0.053,-1.005,-0.023,6.042,-2.625,-2.686
0.049,-1.013,-0.027,5.371,-2.258,-2.258
0.048,-1.017,-0.025,4.944,-1.770,-2.686
0.047,-1.016,-0.025,4.578,-1.770,-2.808
0.051,-1.013,-0.029,4.028,-2.380,-2.747
0.058,-1.010,-0.033,3.906,-2.502,-2.686
0.058,-1.007,-0.033,3.845,-2.625,-2.563
0.059,-1.000,-0.036,3.540,-2.930,-2.686
0.061,-0.995,-0.038,3.784,-2.930,-2.625
0.064,-0.996,-0.043,3.723,-3.174,-2.686
0.062,-1.002,-0.043,3.845,-2.563,-3.113
0.054,-1.003,-0.042,3.845,-1.526,-3.418
0.052,-1.004,-0.041,3.845,-0.732,-3.357
0.049,-1.008,-0.037,3.845,0.732,-2.686
0.043,-1.011,-0.035,3.723,1.770,-1.709
0.038,-1.014,-0.035,2.808,2.136,-1.099
0.037,-1.017,-0.030,2.747,2.380,-0.732
0.039,-1.023,-0.020,3.174,2.686,-0.549
0.040,-1.021,-0.014,3.967,2.563,-0.610
0.043,-1.017,-0.013,4.944,1.892,-1.221
0.049,-1.017,-0.011,5.249,1.343,-1.648
0.048,-1.017,-0.009,4.578,0.854,-1.892
0.050,-1.016,-0.012,3.174,0.305,-1.709
0.055,-1.018,-0.018,1.831,-0.122,-1.526
0.053,-1.018,-0.026,1.343,-0.183,-1.953
0.047,-1.015,-0.030,2.563,0.244,-2.930
0.043,-1.004,-0.034,4.578,0.916,-3.723
0.043,-0.997,-0.033,7.446,1.892,-4.028
0.043,-0.988,-0.032,9.827,2.319,-3.906
0.040,-0.986,-0.034,10.620,2.136,-3.052
0.042,-0.987,-0.037,9.644,1.160,-1.343
0.040,-0.992,-0.042,6.714,0.244,0.854
0.036,-0.999,-0.047,3.357,-0.671,2.869
0.034,-1.007,-0.055,0.000,-1.099,3.723
0.029,-1.013,-0.056,-1.282,-0.610,2.930
0.025,-1.012,-0.049,-0.122,1.221,1.587
0.025,-1.007,-0.038,2.319,3.052,0.305
0.022,-1.005,-0.028,4.150,3.906,-0.305
0.017,-1.004,-0.025,4.333,3.906,-0.732
0.015,-0.999,-0.029,4.395,3.235,-0.488
0.020,-0.998,-0.033,5.005,2.686,0.183
0.023,-0.998,-0.035,5.066,2.319,1.160
0.033,-1.001,-0.036,4.639,2.258,2.563
0.039,-1.005,-0.040,3.479,2.136,3.540
0.043,-1.016,-0.045,1.831,2.258,4.089
0.048,-1.023,-0.048,1.160,2.441,3.845
0.047,-1.030,-0.045,1.770,2.930,2.686
0.041,-1.026,-0.043,2.625,3.235,1.587
0.041,-1.016,-0.039,3.418,3.113,0.610
0.037,-1.010,-0.037,3.967,3.296,0.244
0.029,-1.002,-0.034,4.150,3.113,0.366
0.033,-0.997,-0.029,4.578,2.197,0.793
0.036,-0.999,-0.033,4.700,1.160,1.648
0.034,-1.002,-0.041,3.540,0.305,2.625
0.033,-1.007,-0.047,2.747,0.122,2.625
0.032,-1.006,-0.051,2.197,0.122,2.441
0.030,-1.004,-0.051,2.136,0.793,2.502
0.029,-1.008,-0.053,2.380,1.648,2.930
0.029,-1.013,-0.052,2.197,2.625,2.930
0.027,-1.015,-0.045,2.136,3.845,2.747
0.028,-1.015,-0.038,2.502,4.211,2.930
