aX,aY,aZ,gX,gY,gZ
-0.951,0.118,0.286,15.747,-2.380,5.554
-0.941,0.097,0.297,11.780,-0.061,5.554
-0.941,0.095,0.319,6.775,2.075,5.127
-0.947,0.108,0.336,1.770,2.869,4.272
-0.950,0.113,0.345,-1.526,2.136,3.723
-0.963,0.132,0.345,-2.991,-0.366,2.747
-0.970,0.154,0.332,-4.456,-3.723,1.282
-0.962,0.149,0.317,-5.432,-6.653,0.854
-0.954,0.139,0.309,-5.737,-7.751,1.221
-0.945,0.127,0.317,-4.639,-6.592,0.977
-0.938,0.123,0.324,-1.526,-3.479,0.122
-0.938,0.150,0.337,2.075,-0.732,-0.977
-0.946,0.185,0.347,5.920,1.282,-2.441
-0.956,0.213,0.344,7.385,1.038,-3.296
-0.965,0.216,0.318,4.822,-1.892,-3.052
-0.962,0.219,0.291,1.160,-5.127,-1.648
-0.956,0.205,0.271,-1.953,-6.287,0.000
-0.949,0.190,0.267,-2.502,-4.761,1.465
-0.947,0.188,0.276,-0.427,-1.282,2.380
-0.945,0.191,0.284,2.991,2.075,2.075
-0.944,0.190,0.285,6.042,3.723,1.831
-0.945,0.197,0.276,6.592,2.686,1.709
-0.948,0.192,0.255,5.127,0.732,1.648
-0.940,0.185,0.247,3.967,0.122,2.686
-0.931,0.176,0.252,3.174,1.587,3.296
-0.932,0.177,0.272,3.540,4.333,3.357
-0.933,0.186,0.300,4.944,6.714,2.869
-0.935,0.195,0.324,6.470,7.996,2.991
-0.936,0.209,0.338,7.568,7.507,3.235
-0.938,0.224,0.341,6.531,5.188,3.601
-0.945,0.219,0.332,3.784,2.625,4.333
-0.943,0.202,0.320,1.831,0.488,5.920
-0.943,0.185,0.311,1.587,-0.244,7.507
-0.947,0.161,0.306,2.319,-0.305,8.179
-0.945,0.144,0.304,4.089,-0.061,8.850
-0.936,0.127,0.307,6.348,0.366,8.728
-0.934,0.121,0.308,7.996,0.671,7.202
-0.943,0.126,0.311,8.423,0.366,5.249
-0.948,0.137,0.307,7.263,-0.732,3.906
-0.951,0.150,0.304,4.761,-2.075,3.357
-0.955,0.154,0.304,2.197,-2.441,3.235
-0.955,0.153,0.306,1.099,-2.380,3.723
-0.952,0.143,0.309,2.136,-2.197,4.395
-0.947,0.141,0.312,4.578,-1.648,4.517
-0.945,0.138,0.314,6.165,-0.916,3.784
-0.952,0.143,0.312,7.629,-0.244,2.869
-0.956,0.156,0.305,8.057,-0.183,1.953
-0.963,0.170,0.294,8.240,-0.305,1.526
-0.970,0.182,0.289,8.362,-0.122,1.648
-0.969,0.183,0.283,8.057,-0.427,2.258
-0.964,0.172,0.283,6.836,-0.854,3.540
-0.954,0.159,0.284,4.822,-0.488,4.822
-0.943,0.145,0.291,2.869,0.488,5.920
-0.942,0.125,0.298,2.014,1.526,6.714
-0.936,0.111,0.302,2.625,2.747,6.897
-0.930,0.109,0.301,3.723,3.479,5.737
-0.936,0.116,0.303,4.639,3.723,3.784
-0.945,0.134,0.304,4.639,3.845,1.953
-0.951,0.155,0.305,3.845,3.174,0.916
-0.954,0.180,0.305,3.540,2.502,0.854
-0.957,0.212,0.306,3.418,1.648,1.343
-0.961,0.237,0.300,2.441,0.549,2.197
-0.960,0.253,0.283,1.526,-1.465,4.028
-0.953,0.273,0.271,2.014,-2.930,5.859
-0.950,0.299,0.262,4.028,-3.357,7.812
-0.943,0.322,0.255,6.104,-3.723,10.376
-0.935,0.350,0.247,7.019,-3.967,13.489
-0.927,0.383,0.248,7.507,-3.784,16.113
-0.932,0.419,0.253,7.629,-3.052,18.799
-0.936,0.455,0.263,7.690,-3.479,21.729
-0.926,0.496,0.272,6.958,-5.371,25.269
-0.927,0.485,0.288,4.395,-7.446,29.785

0.082,-2.115,0.152,-99.487,-1.160,31.738
-0.052,-1.306,-0.028,-88.684,-7.568,-8.179
-0.142,-0.862,-0.018,0.122,7.812,-36.133
-0.214,-0.723,0.093,63.416,28.503,-33.936
-0.230,-0.683,0.171,65.674,31.250,-14.954
-0.186,-0.726,0.164,31.738,20.996,1.953
-0.159,-0.812,0.110,-8.362,12.634,12.085
-0.125,-0.925,0.103,-30.823,8.728,16.418
-0.085,-1.042,0.133,-35.217,8.789,16.479
-0.081,-1.120,0.161,-32.227,9.460,13.672
-0.093,-1.115,0.161,-28.687,9.094,8.667
-0.115,-1.056,0.148,-24.048,8.850,4.272
-0.130,-1.014,0.151,-16.602,9.766,1.709
-0.128,-1.000,0.163,-7.874,9.827,1.709
-0.124,-0.998,0.164,-1.160,8.484,3.723
-0.112,-1.003,0.152,1.709,7.324,5.066
-0.103,-1.000,0.137,2.686,6.714,6.165
-0.106,-0.997,0.142,2.808,6.958,5.981
-0.105,-0.986,0.153,2.380,7.019,4.883
-0.102,-0.989,0.172,0.549,6.470,3.845
-0.093,-0.992,0.187,-2.014,5.493,3.418
-0.088,-0.994,0.187,-4.211,4.272,3.662
-0.083,-0.999,0.178,-3.418,3.174,4.578
-0.078,-1.007,0.167,0.305,1.099,5.249
-0.064,-1.019,0.154,5.249,-0.488,5.371
-0.060,-1.016,0.139,9.216,-1.404,4.517
-0.065,-0.998,0.123,11.353,-1.709,3.479
-0.075,-0.981,0.118,11.658,-0.854,2.808
-0.081,-0.978,0.119,10.620,0.366,3.357
-0.083,-0.987,0.126,7.935,1.099,4.333
-0.082,-0.997,0.128,4.883,1.587,5.188
-0.078,-1.006,0.129,3.052,1.343,5.371
-0.070,-1.020,0.132,3.357,1.221,4.456
-0.073,-1.019,0.138,4.883,1.709,3.418
-0.078,-1.002,0.147,6.897,2.075,2.441
-0.076,-0.990,0.150,8.301,1.526,1.648
-0.075,-0.986,0.147,8.423,0.122,1.953
-0.076,-0.989,0.139,8.179,-1.099,2.441
-0.078,-0.997,0.130,7.935,-1.953,2.991
-0.082,-1.001,0.125,7.996,-1.953,2.869
-0.087,-0.999,0.122,7.812,-1.160,2.563
-0.091,-0.999,0.122,7.446,-0.366,2.502
-0.092,-0.999,0.123,7.202,0.305,2.625
-0.089,-1.000,0.128,6.897,0.549,2.808
-0.085,-1.002,0.130,6.836,0.061,2.747
-0.083,-1.000,0.128,6.897,-0.488,2.808
-0.078,-1.000,0.123,7.263,-0.977,2.625
-0.076,-1.001,0.122,7.935,-1.770,2.441
-0.076,-1.002,0.119,7.690,-2.075,1.831
-0.079,-1.000,0.115,6.653,-2.258,1.465
-0.088,-0.996,0.109,6.409,-2.014,1.343
-0.095,-0.996,0.108,6.836,-1.282,1.526
-0.093,-0.994,0.110,6.775,-0.549,1.953
-0.087,-0.997,0.109,5.981,-0.061,2.380
-0.085,-1.000,0.105,5.066,0.183,2.930
-0.079,-1.006,0.103,4.517,0.183,3.296
-0.077,-1.009,0.105,4.272,0.427,2.808
-0.080,-1.004,0.107,4.028,0.732,2.319
-0.079,-1.000,0.110,3.784,0.549,1.831
-0.078,-0.995,0.108,3.967,0.488,1.892
-0.076,-0.999,0.109,4.028,0.427,2.258
-0.073,-1.001,0.110,3.479,0.427,2.258
-0.078,-1.000,0.110,2.502,0.427,1.953
-0.084,-0.992,0.110,1.648,0.732,1.709
-0.089,-0.991,0.112,1.282,0.793,2.258
-0.089,-1.001,0.113,1.404,0.854,2.808
-0.085,-1.006,0.115,1.221,1.099,3.113
-0.082,-1.007,0.118,1.038,1.221,2.808
-0.081,-1.002,0.118,1.282,1.282,2.197
-0.079,-1.000,0.118,1.953,1.099,1.831
-0.078,-1.000,0.120,2.808,0.916,1.953
-0.081,-0.999,0.121,3.052,0.732,1.892
-0.083,-0.997,0.121,3.113,0.732,1.892
-0.085,-0.997,0.120,3.052,0.549,2.014
-0.084,-1.000,0.119,3.296,-0.061,2.136
-0.085,-0.999,0.117,3.113,-0.244,2.441
-0.085,-1.000,0.113,3.052,-0.183,2.502
-0.080,-1.001,0.110,3.418,-0.244,2.625
-0.076,-1.004,0.111,3.845,0.000,2.625
-0.079,-1.002,0.115,3.967,0.793,2.258
-0.083,-0.999,0.113,4.272,0.977,1.831
-0.081,-0.999,0.113,4.028,0.732,1.770
-0.082,-0.998,0.113,3.906,0.610,1.587
-0.087,-0.994,0.112,3.418,0.549,1.648
-0.090,-0.993,0.111,2.563,0.671,1.892
-0.090,-0.999,0.110,2.014,0.488,2.319
-0.090,-1.004,0.106,1.526,0.427,2.625
-0.089,-1.008,0.105,1.465,0.488,2.441
-0.088,-1.008,0.106,2.441,0.916,2.319
-0.087,-1.005,0.110,3.296,1.221,1.953
-0.087,-1.000,0.109,3.967,0.977,1.770
-0.088,-0.993,0.107,4.150,0.793,1.953
-0.084,-0.999,0.105,3.601,0.366,2.319
-0.084,-1.001,0.102,2.808,0.244,2.563
-0.086,-0.998,0.100,1.892,0.793,2.563
-0.087,-0.995,0.104,1.038,1.770,2.747
-0.084,-0.999,0.110,0.366,2.258,3.113
-0.078,-1.008,0.115,-0.122,2.319,3.052
-0.078,-1.008,0.117,-0.366,2.258,2.563
-0.078,-1.000,0.118,0.244,2.136,2.075
-0.078,-0.997,0.118,1.465,1.648,2.197
-0.077,-0.997,0.116,2.380,1.038,2.197
-0.075,-1.000,0.112,2.625,0.854,2.441
-0.074,-1.001,0.108,2.380,0.671,2.441
-0.076,-1.001,0.105,2.563,0.488,2.258
-0.078,-0.999,0.107,2.563,0.916,2.014
-0.078,-0.995,0.110,2.563,1.770,2.197
-0.082,-0.998,0.113,2.319,1.709,2.380
-0.080,-1.001,0.112,2.075,1.282,2.319
-0.081,-1.001,0.112,1.648,1.343,2.502
-0.083,-1.001,0.117,1.709,1.587,2.075
-0.082,-1.000,0.121,2.075,1.892,1.709
-0.087,-1.001,0.125,2.319,1.587,1.648
-0.090,-1.001,0.126,2.991,1.160,1.648
-0.088,-0.997,0.127,3.784,0.427,1.587
-0.087,-0.997,0.125,4.211,-0.122,1.709
-0.091,-0.999,0.123,5.005,0.061,1.892
-0.088,-0.999,0.120,5.249,0.061,2.014
-0.085,-1.001,0.115,5.432,0.061,2.197

-0.964,1.634,0.514,29.968,31.921,-116.455
-1.005,1.735,0.539,24.109,31.738,-87.524
-1.009,1.688,0.535,12.329,25.696,-51.819
-0.987,1.493,0.478,-1.404,15.198,-15.808
-0.922,1.223,0.396,-11.475,4.211,14.832
-0.863,0.938,0.330,-12.390,-4.578,38.147
-0.844,0.667,0.263,-9.766,-9.094,54.810
-0.826,0.438,0.201,-5.981,-10.376,64.575
-0.800,0.266,0.147,-0.122,-9.460,66.345
-0.791,0.153,0.112,5.310,-6.958,60.425
-0.812,0.101,0.078,8.057,-3.601,49.927
-0.854,0.105,0.062,7.080,-0.916,39.612
-0.880,0.140,0.056,3.479,1.282,31.128
-0.900,0.198,0.062,-1.343,3.784,25.391
-0.913,0.259,0.076,-6.165,6.836,21.973
-0.928,0.269,0.104,-10.376,9.521,20.996
-0.930,0.263,0.150,-13.062,11.414,22.644
-0.929,0.266,0.195,-13.916,12.207,23.926
-0.929,0.281,0.233,-13.550,11.353,23.499
-0.935,0.302,0.259,-13.733,9.216,22.888
-0.933,0.325,0.271,-14.160,6.592,22.705
-0.925,0.360,0.270,-13.916,3.784,22.949
-0.920,0.415,0.265,-13.489,1.404,23.315
-0.919,0.479,0.252,-13.672,-0.244,24.048
-0.923,0.554,0.231,-14.648,-1.648,26.184
-0.931,0.622,0.208,-15.808,-2.197,29.419
-0.928,0.698,0.192,-17.212,-1.221,33.630
-0.930,0.762,0.180,-18.494,0.610,38.940
-0.931,0.811,0.170,-20.386,2.686,46.631
-0.917,0.837,0.166,-21.729,5.188,56.580
-0.887,0.835,0.168,-20.508,7.690,66.956
-0.859,0.817,0.168,-16.541,11.108,76.843
-0.841,0.802,0.168,-9.949,14.404,85.999
-0.824,0.768,0.164,-2.258,17.334,94.543
-0.817,0.732,0.164,5.127,20.020,103.149
-0.809,0.688,0.165,11.597,21.667,111.877
-0.795,0.643,0.167,16.846,23.499,119.812
-0.780,0.597,0.171,20.996,25.391,127.258
-0.763,0.551,0.179,24.231,26.978,134.644
-0.749,0.505,0.186,26.428,27.954,141.174
-0.736,0.461,0.195,27.222,27.466,147.034
-0.720,0.415,0.201,26.733,26.550,152.222
-0.707,0.370,0.204,25.024,25.574,156.860
-0.695,0.326,0.207,22.705,24.414,161.316
-0.681,0.286,0.203,20.386,22.888,165.588
-0.657,0.242,0.199,18.311,21.912,169.495
-0.622,0.181,0.204,18.433,22.095,173.706
-0.602,0.115,0.214,22.095,22.949,177.368
-0.599,0.072,0.215,28.625,23.193,179.993
-0.603,0.047,0.204,36.255,23.254,182.617
-0.607,0.024,0.193,44.861,25.330,186.829
-0.593,0.001,0.187,53.650,29.663,192.566
-0.568,-0.028,0.197,61.951,34.912,198.914
-0.517,-0.087,0.227,65.491,38.269,204.712
-0.458,-0.162,0.257,59.753,37.048,208.801
-0.413,-0.228,0.256,47.241,31.494,211.182
-0.391,-0.305,0.238,30.945,23.560,213.318
-0.373,-0.379,0.208,16.663,16.113,216.980
-0.337,-0.465,0.173,12.573,12.939,220.459
-0.300,-0.551,0.179,20.447,14.709,220.825
-0.289,-0.576,0.178,36.072,19.409,217.590
-0.286,-0.568,0.195,49.194,24.841,213.013
-0.272,-0.544,0.218,49.133,27.649,209.106
-0.252,-0.551,0.250,29.968,24.963,206.055
-0.237,-0.543,0.239,-8.362,16.052,202.820
-0.234,-0.536,0.218,-59.570,3.845,200.928
-0.234,-0.566,0.164,-106.079,-4.517,203.613
-0.167,-0.643,0.137,-116.882,-4.089,209.534
-0.088,-0.773,0.147,-88.440,6.042,213.623
0.019,-0.922,0.169,-32.532,21.423,214.111
0.137,-1.101,0.214,36.987,33.752,213.135
0.163,-1.193,0.253,95.581,41.382,210.449
0.162,-1.299,0.258,122.864,40.405,203.613
0.141,-1.381,0.227,102.600,28.564,193.054
0.131,-1.431,0.189,46.448,13.733,180.603
0.113,-1.429,0.162,-9.216,3.845,169.189
0.129,-1.506,0.155,-34.119,4.272,158.508
0.165,-1.578,0.156,-18.311,14.771,150.146
0.159,-1.625,0.193,30.273,27.283,144.165
0.161,-1.626,0.240,88.196,36.804,137.878
0.140,-1.627,0.274,127.441,40.771,130.005
0.125,-1.626,0.291,132.751,38.574,121.338
0.111,-1.606,0.290,109.192,33.752,110.535
0.066,-1.519,0.276,75.012,28.381,97.595
0.030,-1.398,0.268,49.011,24.475,84.839
-0.028,-1.275,0.268,35.339,20.508,77.087
-0.031,-1.213,0.267,31.921,17.700,71.716
-0.035,-1.103,0.259,33.569,16.357,70.129
-0.052,-1.013,0.239,35.217,15.991,72.327
-0.026,-0.957,0.231,35.583,14.709,74.524
0.001,-0.955,0.237,33.203,10.986,76.416
0.047,-0.949,0.209,25.818,9.033,77.332
0.061,-0.921,0.186,15.503,8.728,78.674
-0.244,-3.758,0.073,5.371,4.578,81.238
0.738,-3.810,1.381,20.020,-36.926,41.992
0.146,-1.479,0.578,-138.123,-59.204,-9.094
-0.283,-0.819,-0.635,-258.362,13.977,-62.866
-0.419,-0.133,-0.153,-49.683,25.757,-26.123
-0.232,-0.615,0.234,111.023,12.451,3.845
-0.095,-0.840,0.338,112.793,21.790,10.803
-0.090,-1.023,0.382,70.618,23.987,24.475
-0.100,-1.052,0.371,17.212,8.484,25.513
-0.055,-0.949,0.245,-30.701,1.160,17.029
-0.053,-0.958,0.253,-36.743,4.028,12.085
-0.026,-1.044,0.266,-19.348,9.583,8.789
0.028,-1.098,0.331,0.854,8.667,3.845
0.017,-1.005,0.280,9.949,6.958,1.343
-0.047,-0.949,0.251,13.367,5.737,0.854
-0.034,-0.973,0.234,17.334,3.174,1.160
-0.016,-0.993,0.230,20.142,0.061,1.770
-0.024,-1.004,0.209,22.400,0.671,2.686
-0.042,-0.983,0.204,24.902,2.136,2.197
-0.045,-0.973,0.201,25.391,1.953,1.465
-0.041,-0.964,0.194,25.085,1.770,1.770
-0.042,-0.983,0.181,23.010,1.770,1.953
-0.039,-0.997,0.175,21.667,1.526,1.526
-0.037,-1.001,0.166,19.653,0.854,1.099
-0.038,-1.001,0.158,18.555,0.305,0.488
-0.036,-1.002,0.155,18.005,-0.061,0.122

0.448,-1.970,0.032,-1.343,-12.329,-171.143
0.435,-1.865,-0.001,-2.380,-12.207,-187.500
0.403,-1.727,0.006,5.310,-5.615,-200.562
0.337,-1.571,0.011,14.160,5.127,-212.280
0.281,-1.398,0.018,21.851,17.761,-221.436
0.242,-1.262,0.055,25.574,29.175,-227.356
0.201,-1.156,0.088,20.264,37.720,-231.873
0.171,-1.061,0.109,6.958,39.307,-236.450
0.141,-0.994,0.111,-7.996,34.058,-242.310
0.093,-0.916,0.095,-22.156,26.245,-250.610
0.056,-0.827,0.061,-36.865,19.104,-257.019
0.005,-0.727,0.044,-49.133,15.015,-259.644
-0.009,-0.646,0.050,-56.702,15.991,-262.329
-0.018,-0.573,0.056,-61.218,18.921,-264.587
-0.067,-0.464,0.040,-62.683,21.179,-265.808
-0.106,-0.343,0.033,-59.265,22.461,-267.517
-0.131,-0.236,0.049,-52.002,22.461,-268.127
-0.156,-0.128,0.082,-45.898,21.423,-266.113
-0.155,-0.052,0.109,-43.823,20.325,-263.367
-0.142,-0.030,0.120,-45.593,17.090,-256.348
-0.124,-0.079,0.135,-50.171,10.437,-246.582
-0.124,-0.113,0.107,-55.725,0.916,-242.126
-0.142,-0.100,0.052,-59.814,-9.583,-245.544
-0.160,-0.073,-0.014,-61.646,-17.578,-251.404
-0.179,-0.031,-0.053,-58.228,-19.775,-256.653
-0.191,0.033,-0.072,-51.758,-16.968,-261.963
-0.225,0.112,-0.107,-46.387,-12.390,-265.930
-0.225,0.111,-0.124,-42.786,-8.179,-262.573
-0.266,0.134,-0.116,-38.940,-4.089,-254.028
-0.250,0.170,-0.126,-39.063,-1.831,-252.991
-0.249,0.217,-0.154,-44.434,-2.563,-253.906
-0.266,0.298,-0.145,-52.307,-2.502,-255.737
-0.258,0.412,-0.150,-58.533,-2.136,-261.414
-0.269,0.589,-0.135,-62.439,-3.052,-267.090
-0.314,0.787,-0.122,-63.965,-0.488,-269.531
-0.342,1.014,-0.082,-61.096,6.958,-269.653
-0.344,1.352,-0.020,-52.246,16.846,-267.700
-0.428,1.736,0.073,-39.429,28.748,-261.108
-0.516,2.246,0.162,-24.780,38.879,-248.291
-0.629,2.742,0.302,-13.245,46.448,-222.961
-0.733,3.157,0.419,-9.460,48.889,-179.321
-0.838,3.313,0.496,-12.817,42.786,-117.188
-0.878,3.180,0.474,-22.522,28.076,-43.030
-0.804,2.741,0.378,-31.372,6.897,29.541
-0.633,2.249,0.287,-33.386,-8.850,90.027
-0.534,1.789,0.228,-26.245,-13.916,132.629
-0.497,1.439,0.182,-13.611,-13.000,158.997
-0.492,1.154,0.137,0.671,-11.963,172.791
-0.512,0.962,0.072,14.404,-10.193,177.917
-0.540,0.852,0.005,31.494,-5.554,177.734
-0.568,0.822,-0.029,50.720,2.441,175.659
-0.612,0.823,-0.019,66.101,11.108,173.462
-0.647,0.830,0.007,73.181,18.372,174.072
-0.663,0.814,0.048,71.899,22.217,179.260
-0.658,0.777,0.074,63.782,21.606,188.782
-0.638,0.722,0.093,51.270,19.287,199.341
-0.615,0.654,0.106,39.246,17.029,208.923
-0.575,0.577,0.112,29.236,14.038,215.332
-0.536,0.507,0.124,21.851,11.292,219.910
-0.504,0.440,0.120,18.372,8.850,222.229
-0.478,0.384,0.122,17.212,6.470,222.778
-0.464,0.337,0.118,18.799,2.869,222.412
-0.450,0.297,0.107,21.851,-1.160,222.351
-0.439,0.269,0.089,24.292,-3.418,223.877
-0.425,0.236,0.082,25.818,-4.333,227.356
-0.385,0.184,0.093,23.804,-4.089,232.544
-0.330,0.111,0.113,17.700,-2.686,238.464
-0.262,0.005,0.125,12.085,-0.793,244.385
-0.209,-0.141,0.128,11.902,0.366,250.732
-0.172,-0.276,0.097,18.616,0.671,256.409
-0.159,-0.381,0.055,31.494,1.831,258.972
-0.150,-0.475,0.031,48.340,5.432,259.033
-0.093,-0.596,0.057,62.561,9.827,255.798
-0.092,-0.740,0.107,70.068,10.254,249.573
-0.090,-0.863,0.124,77.454,3.113,244.202
-0.045,-1.001,0.075,92.041,-11.841,241.150
-0.018,-1.126,-0.034,100.952,-26.855,239.441
-0.026,-1.274,-0.181,87.952,-35.156,235.779
-0.042,-1.406,-0.301,46.692,-34.973,227.356
-0.071,-1.468,-0.371,-9.888,-26.733,213.745
-0.069,-1.497,-0.355,-56.396,-9.399,199.890
-0.051,-1.551,-0.239,-74.341,11.719,189.636
-0.041,-1.599,-0.117,-62.866,27.954,180.115
-0.056,-1.589,-0.032,-32.288,35.522,169.067
-0.101,-1.534,0.017,0.854,37.109,157.715
-0.149,-1.477,0.040,19.836,34.912,148.071
-0.186,-1.426,0.036,15.442,28.564,139.771
-0.224,-1.379,0.026,-9.705,21.912,130.859
-0.272,-1.285,0.028,-37.842,19.775,124.207
-0.305,-1.198,0.052,-50.842,24.231,120.605
-0.309,-1.108,0.099,-47.058,32.654,120.117
-0.292,-1.019,0.160,-31.616,40.405,122.803
-0.169,-1.026,0.238,-13.367,46.509,124.695
-0.115,-1.044,0.304,-0.305,52.246,122.803
-0.144,-0.991,0.381,4.517,45.776,116.760
-0.136,-0.930,0.478,-0.671,26.550,111.267
-0.104,-0.978,0.482,-9.155,6.836,112.427
-0.070,-1.065,0.442,-5.859,-0.977,120.117
-0.021,-1.145,0.379,14.099,-0.427,126.343
0.037,-1.228,0.307,41.016,5.676,127.441
0.088,-1.297,0.279,59.326,12.512,124.634
0.139,-1.360,0.267,53.101,16.052,118.652
0.157,-1.372,0.272,21.667,14.099,108.032
0.140,-1.297,0.298,-17.273,6.470,93.811
0.130,-1.210,0.309,-46.265,-0.916,81.787
0.114,-1.131,0.306,-56.274,-3.845,76.538
0.101,-1.100,0.285,-42.786,-5.371,76.843
0.131,-1.254,0.297,-12.451,-5.188,78.735
0.092,-3.822,1.069,3.174,-2.563,90.820
0.348,-3.990,0.917,-105.103,12.085,122.131
0.195,-1.938,0.039,-197.693,-17.273,56.580
0.151,-1.117,-0.009,-58.411,-46.509,-47.180
-0.022,-0.706,0.078,109.802,-12.878,-78.125
-0.214,-0.635,0.225,156.982,15.381,-61.523
-0.250,-0.517,0.264,118.347,16.357,-33.875
-0.180,-0.479,0.218,49.561,7.019,-10.986
-0.153,-0.506,0.130,-8.972,3.235,5.798
-0.119,-0.587,0.105,-30.518,0.488,13.733
-0.089,-0.806,0.173,-26.794,-2.930,17.212
